노드,Betweenness,소관위원회,Id,Label,Party,Reselection,District_Type,Gender,Role,Importance,Final_Importance
권은희,0.00064984906342,국토교통위원회,권은희,권은희,국민의당,재선,지역구,여,Representative,0.9101311635551772,0.0005914478842256867
김철민,0.0152197214405778,국토교통위원회,김철민,김철민,더불어민주당,초선,지역구,남,Representative,0.4943055978963909,0.00752319350650133
이동섭,0.003225245632931,국토교통위원회,이동섭,이동섭,국민의당,초선,비례대표,남,Representative,1.3011529436280886,0.004196537849211809
이언주,0.0078726246818401,국토교통위원회,이언주,이언주,더불어민주당,재선,지역구,여,Representative,1.5238762330035724,0.01199690564401344
이용호,0.004976940683544,국토교통위원회,이용호,이용호,국민의당,초선,지역구,남,Representative,0.9837359713108262,0.004895995577482525
장정숙,0.0023675559144991,국토교통위원회,장정숙,장정숙,국민의당,초선,비례대표,여,Representative,1.0742364163183826,0.0025433147810249046
정동영,0.0232989257250336,국토교통위원회,정동영,정동영,국민의당,4선,지역구,남,Representative,1.1063278234248168,0.025776249785512895
주승용,0.0099951682775983,국토교통위원회,주승용,주승용,국민의당,4선,지역구,남,Representative,1.1127518815412194,0.011122142307218618
박순자,0.0039440501564901,국토교통위원회,박순자,박순자,자유한국당,3선,지역구,여,Representative,0.4713721881542825,0.0018591155524549786
윤영석,0.0026114893662827,국토교통위원회,윤영석,윤영석,자유한국당,재선,지역구,남,Representative,0.3920069894662951,0.001023722084499724
김선동,0.0,국토교통위원회,김선동,김선동,자유한국당,재선,지역구,남,Representative,0.1938810024934638,0.0
홍일표,0.0015409434579011,국토교통위원회,홍일표,홍일표,자유한국당,3선,지역구,남,Representative,0.7569146892318556,0.001166362738561072
김수민,0.0032425351084621,국토교통위원회,김수민,김수민,국민의당,초선,비례대표,여,Representative,1.362224448997969,0.004417060601481353
김중로,0.0035732444840094,국토교통위원회,김중로,김중로,국민의당,초선,비례대표,남,Representative,1.0195617327999331,0.003643143337834427
박선숙,0.0006318352672163,국토교통위원회,박선숙,박선숙,국민의당,재선,비례대표,여,Representative,1.2142537538570304,0.000767208345036652
신용현,0.0025039156816694,국토교통위원회,신용현,신용현,국민의당,초선,지역구,여,Representative,0.9729453901363904,0.0024361732197704603
최도자,0.0050008748660952,국토교통위원회,최도자,최도자,국민의당,초선,비례대표,여,Representative,1.2596089727347155,0.006299146852857033
하태경,0.0010713995362444,국토교통위원회,하태경,하태경,자유한국당,재선,지역구,남,Representative,1.492172082079166,0.0015987124767364593
김영호,0.0045773618920303,국토교통위원회,김영호,김영호,더불어민주당,초선,지역구,남,Representative,0.4539708046944207,0.0020779886615025713
맹성규,0.0006435017861388,국토교통위원회,맹성규,맹성규,더불어민주당,초선,지역구,남,Representative,0.302559084695415,0.00019469731141402
서영교,0.0065294298159617,국토교통위원회,서영교,서영교,더불어민주당,재선,지역구,여,Representative,0.4822796444107599,0.003149011089847022
김현권,0.0,국토교통위원회,김현권,김현권,더불어민주당,초선,비례대표,남,Representative,0.6106213595945515,0.0
강훈식,0.0099536709653475,국토교통위원회,강훈식,강훈식,더불어민주당,초선,지역구,남,Representative,0.371852456351433,0.003701296998178407
노웅래,0.008521708499996,국토교통위원회,노웅래,노웅래,더불어민주당,3선,지역구,남,Representative,0.7159401864066474,0.006101033571990248
박광온,0.0032905789472866,국토교통위원회,박광온,박광온,더불어민주당,재선,지역구,남,Representative,0.2036686067716271,0.0006701876296659092
이상헌,0.0023692726849764,국토교통위원회,이상헌,이상헌,더불어민주당,초선,지역구,남,Representative,0.7296652103979866,0.0017287758521735076
이후삼,0.0003341922976542,국토교통위원회,이후삼,이후삼,더불어민주당,초선,지역구,남,Representative,0.0401066425951788,1.340333104007861e-05
김정호,0.0011908724786567,국토교통위원회,김정호,김정호,더불어민주당,초선,지역구,남,Representative,0.2510534798158137,0.0002989726797836479
김종민,0.001701931376608,국토교통위원회,김종민,김종민,더불어민주당,초선,지역구,남,Representative,0.5934295202694789,0.0010099763203520594
윤준호,0.0009335328213363,국토교통위원회,윤준호,윤준호,더불어민주당,초선,지역구,남,Representative,0.8409997210125054,0.0007851008422998454
이종걸,0.0012819554940096,국토교통위원회,이종걸,이종걸,더불어민주당,5선,지역구,남,Representative,1.0363897595497007,0.001328605546190027
정재호,0.0006258477207154,국토교통위원회,정재호,정재호,더불어민주당,초선,지역구,남,Representative,0.2574447104853001,0.0001611211852674611
최인호,0.0157783463390529,국토교통위원회,최인호,최인호,더불어민주당,초선,지역구,남,Representative,0.1459769861531162,0.0023032754450549964
권성동,0.0,국토교통위원회,권성동,권성동,자유한국당,3선,지역구,남,Representative,0.4062466024090395,0.0
박맹우,0.0061898998878517,국토교통위원회,박맹우,박맹우,자유한국당,재선,지역구,남,Representative,0.2150211852210185,0.0013309596102853221
윤재옥,0.0,국토교통위원회,윤재옥,윤재옥,자유한국당,재선,지역구,남,Representative,0.1344948665442003,0.0
이만희,0.0,국토교통위원회,이만희,이만희,자유한국당,초선,지역구,남,Representative,0.3536107077628312,0.0
윤상직,0.000448335246537,국토교통위원회,윤상직,윤상직,자유한국당,초선,지역구,남,Representative,0.3535025828741088,0.00015848766764432984
이종구,0.000405030483093,국토교통위원회,이종구,이종구,자유한국당,3선,지역구,남,Representative,0.5199034206107074,0.00021057673361165796
오신환,0.0,국토교통위원회,오신환,오신환,자유한국당,재선,지역구,남,Representative,1.0828612536923172,0.0
유승민,0.0005852838406104,국토교통위원회,유승민,유승민,자유한국당,4선,지역구,남,Representative,1.0521010990735595,0.0006157777719761958
윤상현,0.0011969351119219,국토교통위원회,윤상현,윤상현,자유한국당,3선,지역구,남,Representative,0.2001655767502632,0.00023958520701048794
이혜훈,0.0022459137936639,국토교통위원회,이혜훈,이혜훈,자유한국당,3선,지역구,여,Representative,1.4755924567120928,0.003314053452356091
김성환,0.0,국토교통위원회,김성환,김성환,더불어민주당,초선,지역구,남,Representative,0.4284341213691399,0.0
위성곤,0.0033951850060154,국토교통위원회,위성곤,위성곤,더불어민주당,초선,지역구,남,Representative,0.8913491139784591,0.003026295146904776
전현희,0.0044902744941586,국토교통위원회,전현희,전현희,더불어민주당,재선,지역구,여,Representative,0.2186320857698749,0.0009817180783371646
홍의락,0.0,국토교통위원회,홍의락,홍의락,더불어민주당,재선,지역구,남,Representative,0.5274233799288646,0.0
김광수,0.0053697944073239,국토교통위원회,김광수,김광수,국민의당,초선,지역구,남,Representative,0.7050580980902613,0.003786017031963511
김종회,0.0012584917824673,국토교통위원회,김종회,김종회,국민의당,초선,지역구,남,Representative,1.05317158253419,0.00132540778214736
박주현,0.0001118774952105,국토교통위원회,박주현,박주현,국민의당,초선,비례대표,여,Representative,0.6812471540561623,7.621622521508506e-05
이석현,0.0044489045050533,국토교통위원회,이석현,이석현,더불어민주당,6선,지역구,남,Representative,0.4261848158879266,0.0018960555473891078
정인화,0.0044621600868499,국토교통위원회,정인화,정인화,국민의당,초선,지역구,남,Representative,1.152650910093734,0.005143312885091473
기동민,0.0006644504903493,국토교통위원회,기동민,기동민,더불어민주당,초선,지역구,남,Representative,0.1406386680233549,9.344743193019058e-05
윤호중,0.0036057531106403,국토교통위원회,윤호중,윤호중,더불어민주당,3선,지역구,남,Representative,0.3826215742444835,0.001379638931530135
표창원,0.0,국토교통위원회,표창원,표창원,더불어민주당,초선,지역구,남,Representative,0.4432466247795722,0.0
김두관,0.0012528214133073,국토교통위원회,김두관,김두관,더불어민주당,초선,지역구,남,Representative,0.4560581632169218,0.0005713594325917552
최재성,0.0005359870401775,국토교통위원회,최재성,최재성,더불어민주당,4선,지역구,남,Representative,0.0631784868170286,3.3862850151952365e-05
민경욱,0.0055433373198046,국토교통위원회,민경욱,민경욱,자유한국당,초선,지역구,남,Representative,0.073326278826337,0.0004064722979404317
김광림,0.0,국토교통위원회,김광림,김광림,자유한국당,3선,지역구,남,Representative,0.2439500943098557,0.0
김명연,0.000413696430523,국토교통위원회,김명연,김명연,자유한국당,재선,지역구,남,Representative,0.1923901370296166,7.959111295698324e-05
김순례,0.0004398115370464,국토교통위원회,김순례,김순례,자유한국당,초선,비례대표,여,Representative,0.2162730117184349,9.511936570553894e-05
김학용,0.0004593269921979,국토교통위원회,김학용,김학용,자유한국당,3선,지역구,남,Representative,0.3347518226262136,0.00015376054781966362
박대출,0.0004237599771839,국토교통위원회,박대출,박대출,자유한국당,재선,지역구,남,Representative,0.1666888897701005,7.06360801257874e-05
서청원,0.0004755187910234,국토교통위원회,서청원,서청원,자유한국당,8선,지역구,남,Representative,0.2133277142020287,0.00010144133674913409
조원진,0.0001225825240207,국토교통위원회,조원진,조원진,자유한국당,3선,지역구,남,Representative,0.1561314852952748,1.9138991546595592e-05
권칠승,0.0023463786022183,국토교통위원회,권칠승,권칠승,더불어민주당,초선,지역구,남,Representative,0.3014891570605743,0.0007074077069277638
조응천,0.0006832158130966,국토교통위원회,조응천,조응천,더불어민주당,초선,지역구,남,Representative,0.3625277926369529,0.0002476847206165714
경대수,0.0011845009083455,국토교통위원회,경대수,경대수,자유한국당,재선,지역구,남,Representative,0.635460965905347,0.0007527040913329923
김재원,0.0006784828008203,국토교통위원회,김재원,김재원,자유한국당,3선,지역구,남,Representative,0.215473832424108,0.00014619528932659277
장석춘,0.0006083199338875,국토교통위원회,장석춘,장석춘,자유한국당,초선,지역구,남,Representative,0.1436037583640525,8.735702879401695e-05
신경민,0.0009308019783126,국토교통위원회,신경민,신경민,더불어민주당,재선,지역구,남,Representative,0.2582677030896177,0.00024039608897006735
남인순,0.0024275918032618,국토교통위원회,남인순,남인순,더불어민주당,재선,지역구,여,Representative,0.6462902314628618,0.0015689288684274149
전혜숙,0.0091670840601555,국토교통위원회,전혜숙,전혜숙,더불어민주당,재선,지역구,여,Representative,0.717807959122133,0.0065802059003212555
정춘숙,0.0,국토교통위원회,정춘숙,정춘숙,더불어민주당,초선,비례대표,여,Representative,0.6218718977568765,0.0
서삼석,0.0004290673312614,국토교통위원회,서삼석,서삼석,더불어민주당,초선,지역구,남,Representative,0.3135534965130757,0.00013453556195654607
윤영일,0.0126367455029014,국토교통위원회,윤영일,윤영일,국민의당,초선,지역구,남,Representative,1.2136308597582175,0.015336344309232015
이개호,0.0013383609871517,국토교통위원회,이개호,이개호,더불어민주당,재선,지역구,남,Representative,0.9076344805120292,0.0012147425793109998
송갑석,0.0,국토교통위원회,송갑석,송갑석,더불어민주당,초선,지역구,남,Representative,0.1128634081839454,0.0
오영훈,0.0012545946030588,국토교통위원회,오영훈,오영훈,더불어민주당,초선,지역구,남,Representative,0.7649594424293005,0.0009597139880306693
인재근,0.0010464500447276,국토교통위원회,인재근,인재근,더불어민주당,재선,지역구,여,Representative,0.4706617600587874,0.0004925240198650891
한정애,0.0011146990333282,국토교통위원회,한정애,한정애,더불어민주당,재선,지역구,여,Representative,0.4432117996184036,0.0004940477645942864
김영진,0.0015610164642177,국토교통위원회,김영진,김영진,더불어민주당,초선,지역구,남,Representative,0.1323556283416291,0.00020660931497316185
이규희,0.0021461730718545,국토교통위원회,이규희,이규희,더불어민주당,초선,지역구,남,Representative,0.3036400552435822,0.0006516641101001889
정세균,0.0,국토교통위원회,정세균,정세균,더불어민주당,6선,지역구,남,Representative,0.8298975517248326,0.0
김세연,0.0,국토교통위원회,김세연,김세연,자유한국당,3선,지역구,남,Representative,1.016616967853162,0.0
김태흠,0.0020796767363125,국토교통위원회,김태흠,김태흠,자유한국당,재선,지역구,남,Representative,0.74944812472639,0.0015586098300665022
유성엽,0.0,국토교통위원회,유성엽,유성엽,국민의당,3선,지역구,남,Representative,1.0788643249197116,0.0
천정배,0.0001642834868747,국토교통위원회,천정배,천정배,국민의당,6선,지역구,남,Representative,0.9572737450190898,0.00015726426872533853
여영국,4.391889728515611e-05,국토교통위원회,여영국,여영국,정의당,초선,지역구,남,Representative,1.4694207601469056,6.453533943356795e-05
김종대,0.0,국토교통위원회,김종대,김종대,정의당,초선,비례대표,남,Representative,1.4582975228087227,0.0
설훈,0.0,국토교통위원회,설훈,설훈,더불어민주당,4선,지역구,남,Representative,0.2947522077855856,0.0
심상정,0.0,국토교통위원회,심상정,심상정,정의당,3선,지역구,여,Representative,1.4101172974735254,0.0
윤소하,0.0019611434203602,국토교통위원회,윤소하,윤소하,정의당,초선,비례대표,남,Representative,1.501385577848504,0.0029444324474212904
이정미,0.0014882902267634,국토교통위원회,이정미,이정미,정의당,초선,비례대표,여,Representative,1.419781284660404,0.002113046610101664
추혜선,0.0,국토교통위원회,추혜선,추혜선,정의당,초선,비례대표,여,Representative,1.4776255797827655,0.0
염동열,0.0008461149765062,국토교통위원회,염동열,염동열,자유한국당,재선,지역구,남,Representative,0.2114928291135159,0.0001789472501366123
정점식,0.0,국토교통위원회,정점식,정점식,자유한국당,초선,지역구,남,Representative,-0.0,-0.0
정태옥,0.0,국토교통위원회,정태옥,정태옥,자유한국당,초선,지역구,남,Representative,0.3062475812524373,0.0
변재일,0.0098011531016135,국토교통위원회,변재일,변재일,더불어민주당,4선,지역구,남,Representative,0.629493870938658,0.006169765805597117
김진태,8.399944173652326e-05,국토교통위원회,김진태,김진태,자유한국당,재선,지역구,남,Representative,0.0487572040542768,4.095577921193e-06
강창일,0.0027008799302484,국토교통위원회,강창일,강창일,더불어민주당,4선,지역구,남,Representative,0.8418881333730888,0.0022738387629416637
박지원,0.0,국토교통위원회,박지원,박지원,국민의당,4선,지역구,남,Representative,0.7565970138970873,0.0
임이자,0.0,국토교통위원회,임이자,임이자,자유한국당,초선,비례대표,여,Representative,0.2625742813254558,0.0
백재현,0.0010906156387675,국토교통위원회,백재현,백재현,더불어민주당,3선,지역구,남,Representative,0.5536257649582159,0.0006037929172880504
윤일규,0.0,국토교통위원회,윤일규,윤일규,더불어민주당,초선,지역구,남,Representative,0.2463711717270404,0.0
윤후덕,0.0094558072484002,국토교통위원회,윤후덕,윤후덕,더불어민주당,재선,지역구,남,Representative,0.3602653219661517,0.003406599442794769
백혜련,0.0040908230578458,국토교통위원회,백혜련,백혜련,더불어민주당,초선,지역구,여,Representative,0.2873528638507782,0.0011755097211787883
강효상,0.0011731394219748,국토교통위원회,강효상,강효상,자유한국당,초선,비례대표,남,Representative,0.2888513821081876,0.00033886294344302135
김기선,0.0028597158443918,국토교통위원회,김기선,김기선,자유한국당,재선,지역구,남,Representative,0.2058944226376191,0.000588799542688701
유기준,0.0,국토교통위원회,유기준,유기준,자유한국당,4선,지역구,남,Representative,0.2633017533080311,0.0
이채익,0.0009249893391915,국토교통위원회,이채익,이채익,자유한국당,재선,지역구,남,Representative,0.415602928743905,0.0003844282784248767
전희경,0.0,국토교통위원회,전희경,전희경,자유한국당,초선,비례대표,여,Representative,0.0178870009551029,0.0
한선교,0.0,국토교통위원회,한선교,한선교,자유한국당,4선,지역구,남,Representative,0.1186880320068769,0.0
홍익표,0.0005877658305548,국토교통위원회,홍익표,홍익표,더불어민주당,재선,지역구,남,Representative,0.1975395629671791,0.00011610700529483623
원혜영,0.0039621025628123,국토교통위원회,원혜영,원혜영,더불어민주당,5선,지역구,남,Representative,0.8199263539696501,0.003248632308380495
이춘석,0.0024141517558795,국토교통위원회,이춘석,이춘석,더불어민주당,3선,지역구,남,Representative,0.5338027552115759,0.0012886808587873409
어기구,0.0018284340399755,국토교통위원회,어기구,어기구,더불어민주당,초선,지역구,남,Representative,0.386064465691427,0.0007058934106951586
유승희,0.0013525797775458,국토교통위원회,유승희,유승희,더불어민주당,3선,지역구,여,Representative,0.5469890607717001,0.0007398463421385721
홍문종,0.0,국토교통위원회,홍문종,홍문종,자유한국당,4선,지역구,남,Representative,0.1754129276773165,0.0
진선미,0.0010883279050663,국토교통위원회,진선미,진선미,더불어민주당,재선,지역구,여,Representative,0.7038169878391717,0.0007659836679250792
김영춘,0.0014855543624372,국토교통위원회,김영춘,김영춘,더불어민주당,3선,지역구,남,Representative,0.6816995899942737,0.001012701799787644
박범계,0.0006229586939296,국토교통위원회,박범계,박범계,더불어민주당,재선,지역구,남,Representative,0.5376962952563203,0.0003349625818236619
민홍철,0.0213415104325367,국토교통위원회,민홍철,민홍철,더불어민주당,재선,지역구,남,Representative,0.9609964146420744,0.020509115008714194
도종환,0.0,국토교통위원회,도종환,도종환,더불어민주당,재선,지역구,남,Representative,0.5493526775829224,0.0
이훈,0.0003807117119428,국토교통위원회,이훈,이훈,더불어민주당,초선,지역구,남,Representative,0.4457924997779086,0.00016971842576170786
황희,0.0084402169071012,국토교통위원회,황희,황희,더불어민주당,초선,지역구,남,Representative,0.2691269447247251,0.002271489789022115
조승래,0.0,국토교통위원회,조승래,조승래,더불어민주당,초선,지역구,남,Representative,0.2088104943838757,0.0
김태년,0.0,국토교통위원회,김태년,김태년,더불어민주당,3선,지역구,남,Representative,0.3475258712280392,0.0
금태섭,0.0020105509996359,국토교통위원회,금태섭,금태섭,더불어민주당,초선,지역구,남,Representative,0.4645794902283139,0.0009340607584888733
김해영,0.0016556862674587,국토교통위원회,김해영,김해영,더불어민주당,초선,지역구,남,Representative,0.4741611749752225,0.0007850621459685576
제윤경,0.0001296850704119,국토교통위원회,제윤경,제윤경,더불어민주당,초선,비례대표,여,Representative,0.2928274618467911,3.797535000813906e-05
김진표,7.771927584782376e-05,국토교통위원회,김진표,김진표,더불어민주당,4선,지역구,남,Representative,0.9058736267791744,7.04038422829192e-05
안규백,0.0057243134503264,국토교통위원회,안규백,안규백,더불어민주당,3선,지역구,남,Representative,0.6009595071079386,0.0034400805896394964
안민석,0.0,국토교통위원회,안민석,안민석,더불어민주당,4선,지역구,남,Representative,0.6831934548821521,0.0
추미애,0.0,국토교통위원회,추미애,추미애,더불어민주당,5선,지역구,여,Representative,0.2576812972041676,0.0
홍영표,0.0002997686180768,국토교통위원회,홍영표,홍영표,더불어민주당,3선,지역구,남,Representative,0.7711565648093,0.0002311685377537361
김경진,0.0080033203442385,국토교통위원회,김경진,김경진,국민의당,초선,지역구,남,Representative,1.3711841868583572,0.010974026298381616
백승주,0.0007026376028409,국토교통위원회,백승주,백승주,자유한국당,초선,지역구,남,Representative,0.1747219249951915,0.0001227661945423689
정용기,0.0014225886265712,국토교통위원회,정용기,정용기,자유한국당,재선,지역구,남,Representative,0.1798568900906483,0.00025586236625342265
민병두,0.0018569511720944,국토교통위원회,민병두,민병두,더불어민주당,3선,지역구,남,Representative,0.4585025107011514,0.0008514167746547283
박완주,9.143409260484696e-05,국토교통위원회,박완주,박완주,더불어민주당,재선,지역구,남,Representative,0.7029909046961353,6.427733548035158e-05
김영주,0.0011540330265693,국토교통위원회,김영주,김영주,더불어민주당,3선,지역구,여,Representative,0.5066585031839548,0.0005847006458664507
김부겸,0.0042468559867041,국토교통위원회,김부겸,김부겸,더불어민주당,4선,지역구,남,Representative,0.8571509059437675,0.0036401964564161324
권미혁,0.000831026605443,국토교통위원회,권미혁,권미혁,더불어민주당,초선,지역구,여,Representative,0.4592713852034786,0.0003816667402227513
최운열,0.0,국토교통위원회,최운열,최운열,더불어민주당,초선,비례대표,남,Representative,0.459943821659768,0.0
강병원,0.0013841727194691,국토교통위원회,강병원,강병원,더불어민주당,초선,지역구,남,Representative,0.3711053074374737,0.0005136738426051445
박경미,0.001417082098381,국토교통위원회,박경미,박경미,더불어민주당,초선,비례대표,여,Representative,0.5361234903354704,0.0007597310006759342
전해철,0.0004595498105875,국토교통위원회,전해철,전해철,더불어민주당,재선,지역구,남,Representative,0.1604451590533877,7.373254245266562e-05
정종섭,0.0011975531803276,국토교통위원회,정종섭,정종섭,자유한국당,초선,지역구,남,Representative,0.3807594230574026,0.00045597965802209457
이학재,0.0099030354127912,국토교통위원회,이학재,이학재,자유한국당,3선,지역구,남,Representative,1.0008889465537203,0.00991183868199277
정진석,0.0026448778774759,국토교통위원회,정진석,정진석,자유한국당,4선,지역구,남,Representative,0.2765017781360929,0.0007313134360749016
김성수,0.0,국토교통위원회,김성수,김성수,더불어민주당,초선,비례대표,남,Representative,0.6300024830232042,0.0
박용진,0.000331588544099,국토교통위원회,박용진,박용진,더불어민주당,초선,지역구,남,Representative,0.6153148674123682,0.0002040313610477364
이상민,0.0,국토교통위원회,이상민,이상민,더불어민주당,4선,지역구,남,Representative,0.6302132597162741,0.0
박병석,0.0007980832226293,국토교통위원회,박병석,박병석,더불어민주당,5선,지역구,남,Representative,0.4701074306076837,0.0003751848532013602
이헌승,0.0041479633493134,국토교통위원회,이헌승,이헌승,자유한국당,재선,지역구,남,Representative,0.1422055697125377,0.0005898634912358382
조경태,0.0074651572571393,국토교통위원회,조경태,조경태,자유한국당,4선,지역구,남,Representative,0.9905363611314508,0.007394509704760805
엄용수,0.0018864033188508,국토교통위원회,엄용수,엄용수,자유한국당,초선,지역구,남,Representative,0.3660271027599738,0.0006904747414357574
황영철,0.0,국토교통위원회,황영철,황영철,자유한국당,3선,지역구,남,Representative,0.3717335455385492,0.0
유의동,0.0,국토교통위원회,유의동,유의동,자유한국당,재선,지역구,남,Representative,1.0164179390168884,0.0
정운천,0.0023221469422261,국토교통위원회,정운천,정운천,자유한국당,초선,지역구,남,Representative,1.205596444443113,0.0027995720970222333
이철희,0.0,국토교통위원회,이철희,이철희,더불어민주당,초선,비례대표,남,Representative,0.8472933004468098,0.0
유재중,0.0,국토교통위원회,유재중,유재중,자유한국당,3선,지역구,남,Representative,0.4969856333113908,0.0
박완수,0.0054535329333993,국토교통위원회,박완수,박완수,자유한국당,초선,지역구,남,Representative,0.320674965976727,0.001748811487870781
이주영,0.000255151562807,국토교통위원회,이주영,이주영,자유한국당,5선,지역구,남,Representative,0.5651882414157886,0.00014420866307737849
정우택,0.0004772840510187,국토교통위원회,정우택,정우택,자유한국당,4선,지역구,남,Representative,0.5140939839979815,0.0002453688592868993
윤한홍,0.0007969172564852,국토교통위원회,윤한홍,윤한홍,자유한국당,초선,지역구,남,Representative,0.2622782919078764,0.0002090140968228493
김도읍,0.0086537317004549,국토교통위원회,김도읍,김도읍,자유한국당,재선,지역구,남,Representative,0.0786043622449074,0.0006802210613527954
장제원,0.0010875753041695,국토교통위원회,장제원,장제원,자유한국당,재선,지역구,남,Representative,0.5900030223326368,0.0006416727164743418
강길부,0.0,국토교통위원회,강길부,강길부,자유한국당,4선,지역구,남,Representative,1.011544857155329,0.0
이용주,0.0003147227163173,국토교통위원회,이용주,이용주,국민의당,초선,지역구,남,Representative,0.6566531230147329,0.00020666365455343486
신보라,0.0005300606588393,국토교통위원회,신보라,신보라,자유한국당,초선,비례대표,여,Representative,0.2403514969713895,0.00012740087283766673
박주민,0.0050196731952618,국토교통위원회,박주민,박주민,더불어민주당,초선,지역구,남,Representative,0.6441785729603295,0.003233565915650964
김종훈,0.0,국토교통위원회,김종훈,김종훈,더불어민주당,초선,지역구,남,Representative,1.5948540798459616,0.0
이상돈,0.0009662329672011,국토교통위원회,이상돈,이상돈,국민의당,초선,비례대표,남,Representative,1.606671771644464,0.0015524192332342787
김종석,0.0,국토교통위원회,김종석,김종석,자유한국당,초선,비례대표,남,Representative,0.1902354048834826,0.0
이해찬,0.0008673031226561,국토교통위원회,이해찬,이해찬,더불어민주당,7선,지역구,남,Representative,0.3925330774809683,0.00034044516384505263
손혜원,0.0,국토교통위원회,손혜원,손혜원,더불어민주당,초선,지역구,여,Representative,0.8635365284530971,0.0
김영우,0.000424318407804,국토교통위원회,김영우,김영우,자유한국당,3선,지역구,남,Representative,0.6260518797021696,0.00026564533679792593
안상수,0.0,국토교통위원회,안상수,안상수,자유한국당,3선,지역구,남,Representative,0.6645956077847494,0.0
김한정,0.0003382308464848,국토교통위원회,김한정,김한정,더불어민주당,초선,지역구,남,Representative,0.475581724187707,0.00016085640914470883
주광덕,0.0022125173367604,국토교통위원회,주광덕,주광덕,자유한국당,재선,지역구,남,Representative,0.2195218361538728,0.00048569586828791956
손금주,0.0043569154931897,국토교통위원회,손금주,손금주,국민의당,초선,지역구,남,Representative,1.3417577348471896,0.005845925063062838
여상규,0.0,국토교통위원회,여상규,여상규,자유한국당,3선,지역구,남,Representative,0.179755435767015,0.0
이인영,0.0,국토교통위원회,이인영,이인영,더불어민주당,3선,지역구,남,Representative,0.1211476890856317,0.0
이완영,0.0066795359940726,국토교통위원회,이완영,이완영,자유한국당,재선,지역구,남,Representative,0.3571997154092039,0.0023859283561482665
지상욱,0.0,국토교통위원회,지상욱,지상욱,자유한국당,초선,지역구,남,Representative,0.7380939530534976,0.0
심재권,0.0015763115250615,국토교통위원회,심재권,심재권,더불어민주당,3선,지역구,남,Representative,0.5028645163718454,0.0007926711327014172
우상호,0.0,국토교통위원회,우상호,우상호,더불어민주당,3선,지역구,남,Representative,0.950393725091267,0.0
이수혁,0.0,국토교통위원회,이수혁,이수혁,더불어민주당,초선,비례대표,남,Representative,0.3510840296934358,0.0
이태규,0.0,국토교통위원회,이태규,이태규,국민의당,초선,비례대표,남,Representative,1.2563599016081857,0.0
박영선,0.0,국토교통위원회,박영선,박영선,더불어민주당,4선,지역구,여,Representative,0.4472601336192084,0.0
이정현,0.0002433764585371,국토교통위원회,이정현,이정현,자유한국당,3선,지역구,남,Representative,0.583583007550223,0.00014203036564000297
정양석,0.0,국토교통위원회,정양석,정양석,자유한국당,재선,지역구,남,Representative,0.3859603071668061,0.0
나경원,0.0014387885286855,국토교통위원회,나경원,나경원,자유한국당,4선,지역구,여,Representative,0.4570003286366014,0.0006575268304478457
이우현,0.0057608488587182,국토교통위원회,이우현,이우현,자유한국당,재선,지역구,남,Representative,0.2335736215615007,0.0013455823311992478
오세정,0.0,국토교통위원회,오세정,오세정,국민의당,초선,비례대표,남,Representative,1.1278834176360886,0.0
유은혜,0.0,국토교통위원회,유은혜,유은혜,더불어민주당,재선,지역구,여,Representative,0.4014353783153699,0.0
문희상,0.000250670115493,국토교통위원회,문희상,문희상,더불어민주당,6선,지역구,남,Representative,0.6351751444405559,0.0001592194268151971
김정훈,3.761771189529295e-05,국토교통위원회,김정훈,김정훈,자유한국당,4선,지역구,남,Representative,0.260541039338365,9.8009577547308e-06
양승조,0.0006995558196947,국토교통위원회,양승조,양승조,더불어민주당,4선,지역구,남,Representative,0.7857133708245717,0.000549650361172269
노회찬,0.0001174175490645,국토교통위원회,노회찬,노회찬,정의당,3선,지역구,남,Representative,1.280547886443722,0.00015035879428594752
박남춘,0.0,국토교통위원회,박남춘,박남춘,더불어민주당,재선,지역구,남,Representative,0.4605735800336737,0.0
김경수,0.0005492018481846,국토교통위원회,김경수,김경수,더불어민주당,초선,지역구,남,Representative,0.2933099446985726,0.00016108636371937887
권석창,0.0006851935009223,국토교통위원회,권석창,권석창,자유한국당,초선,지역구,남,Representative,0.2295248300116327,0.0001572689218242664
이군현,0.0,국토교통위원회,이군현,이군현,자유한국당,4선,지역구,남,Representative,0.5199038049730397,0.0
박찬우,0.004370867656015,국토교통위원회,박찬우,박찬우,자유한국당,초선,지역구,남,Representative,0.453230298468986,0.0019810096523041154
박준영,0.0009873716624408,국토교통위원회,박준영,박준영,국민의당,초선,지역구,남,Representative,0.8806716279052433,0.0008695502093092458
송기석,0.0,국토교통위원회,송기석,송기석,국민의당,초선,지역구,남,Representative,0.7845483731860012,0.0
이철우,0.0006634846159621,국토교통위원회,이철우,이철우,자유한국당,3선,지역구,남,Representative,0.2619402628325249,0.00017379333469044934
윤종오,0.0,국토교통위원회,윤종오,윤종오,더불어민주당,초선,지역구,남,Representative,1.1947717620134848,0.0
진영,0.0,국토교통위원회,진영,진영,더불어민주당,4선,지역구,남,Representative,0.930618422605128,0.0
최명길,0.0003794912397514,국토교통위원회,최명길,최명길,더불어민주당,초선,지역구,남,Representative,0.6829154638268365,0.00025916043601304856
배덕광,0.0,국토교통위원회,배덕광,배덕광,자유한국당,재선,지역구,남,Representative,0.1475526412690407,0.0
