노드,Betweenness,소관위원회
김정호,0.00031586328863098895,행정안전위원회
노웅래,0.017388784197752444,행정안전위원회
도종환,0.004437056193786024,행정안전위원회
신동근,0.0008647581411225054,행정안전위원회
김기선,0.0013390733685924234,행정안전위원회
김명연,0.002024274093146654,행정안전위원회
오영훈,0.0033725481677563092,행정안전위원회
장정숙,0.002319491191476623,행정안전위원회
전재수,0.0017696884901260335,행정안전위원회
황주홍,0.02600200160340551,행정안전위원회
정인화,0.013623084108569123,행정안전위원회
김현권,0.0024025738595646827,행정안전위원회
맹성규,0.00015680356806576005,행정안전위원회
박홍근,0.0036327743396032115,행정안전위원회
정성호,0.005821857528027734,행정안전위원회
이학재,0.00787171257204817,행정안전위원회
김재경,0.0016321421522964045,행정안전위원회
박지원,0.0027392355555527874,행정안전위원회
유성엽,0.0014152357926724686,행정안전위원회
정유섭,0.013484778047668206,행정안전위원회
홍일표,0.0026635983161165666,행정안전위원회
강효상,0.0017675147851419358,행정안전위원회
김종석,0.00029166503069201754,행정안전위원회
임이자,0.0013581423182442657,행정안전위원회
안민석,0.0,행정안전위원회
임재훈,0.0005881385245269405,행정안전위원회
정세균,0.0,행정안전위원회
김해영,0.004970502942358708,행정안전위원회
신용현,0.0033008206809919324,행정안전위원회
안규백,0.003994555063693884,행정안전위원회
김성원,0.008896645789065306,행정안전위원회
권칠승,0.0031009574956824305,행정안전위원회
안호영,0.0015042265362449794,행정안전위원회
윤호중,0.001337608767078697,행정안전위원회
강훈식,0.0029815311028293123,행정안전위원회
우원식,0.0013972855025402198,행정안전위원회
오신환,0.0010592502605023329,행정안전위원회
김수민,0.004946614965561124,행정안전위원회
지상욱,0.0011087584702019486,행정안전위원회
권은희,0.0016730595398544055,행정안전위원회
김중로,0.00432919187371856,행정안전위원회
유승민,0.0006011239131831454,행정안전위원회
윤상현,0.0018979654765015276,행정안전위원회
이혜훈,0.0013688613951821098,행정안전위원회
문희상,0.0051203584006643595,행정안전위원회
김경진,0.003860881387103043,행정안전위원회
김성수,0.0013286493882141552,행정안전위원회
김진표,0.002638335633781833,행정안전위원회
김태년,0.0006097736481340825,행정안전위원회
백재현,0.006807764828867653,행정안전위원회
서청원,0.0006619460116844304,행정안전위원회
김학용,0.0026514426528534574,행정안전위원회
김정재,0.01607791775206467,행정안전위원회
송언석,0.0006839185009685549,행정안전위원회
이만희,0.0022819678290230496,행정안전위원회
조원진,0.0002936019905318785,행정안전위원회
신상진,0.005167124823199399,행정안전위원회
여상규,0.00014319141308754033,행정안전위원회
고용진,0.0034677748470028397,행정안전위원회
민홍철,0.005607780387055511,행정안전위원회
정은혜,0.0,행정안전위원회
최교일,0.0012840258307072084,행정안전위원회
박완수,0.009706251997735593,행정안전위원회
박맹우,0.0020726113092781177,행정안전위원회
김광수,0.0011195173865247879,행정안전위원회
김종회,0.0021211451450301017,행정안전위원회
인재근,0.0036018759917763195,행정안전위원회
함진규,0.006473021367911165,행정안전위원회
김용태,0.0004199104612543557,행정안전위원회
염동열,0.0014336294016710196,행정안전위원회
이학영,0.0009411245633473455,행정안전위원회
홍의락,0.0028893121959769875,행정안전위원회
오제세,0.01086106210137374,행정안전위원회
최인호,0.0011019785223595384,행정안전위원회
최재성,0.0013008559759399956,행정안전위원회
김순례,0.00032257498948737046,행정안전위원회
민경욱,0.0015588436440381265,행정안전위원회
유기준,0.0002707351571247204,행정안전위원회
이종명,0.002755707245074741,행정안전위원회
이주영,0.0011236753154840607,행정안전위원회
강석진,0.0018714084643949597,행정안전위원회
경대수,0.0029200141701245293,행정안전위원회
김선동,0.00039574114466860524,행정안전위원회
김재원,0.0011748766676178482,행정안전위원회
김정훈,0.0,행정안전위원회
나경원,0.0015988188561629926,행정안전위원회
박순자,0.0013554362972306568,행정안전위원회
송석준,0.0033053959224099206,행정안전위원회
신보라,0.00121252616085041,행정안전위원회
유민봉,0.003352911810951963,행정안전위원회
유재중,0.009419808493153358,행정안전위원회
윤한홍,0.0006361370517063159,행정안전위원회
이양수,0.0034050462213923677,행정안전위원회
이은재,0.00030911984364971547,행정안전위원회
이장우,0.0010347213463682758,행정안전위원회
이철규,0.0012287033421901079,행정안전위원회
이헌승,0.00042346550846885696,행정안전위원회
이현재,0.0014975165702011653,행정안전위원회
장석춘,0.0005236531648700305,행정안전위원회
장제원,0.0035163097422011612,행정안전위원회
정양석,0.0002725816731208495,행정안전위원회
정용기,0.0002917191012875523,행정안전위원회
정점식,1.9601987955519986e-05,행정안전위원회
정진석,0.0,행정안전위원회
주광덕,0.00086797018062366,행정안전위원회
한선교,9.27549773230255e-05,행정안전위원회
이석현,0.0010464391942785962,행정안전위원회
박주민,0.006667890363942278,행정안전위원회
이재정,0.0020731407813726495,행정안전위원회
박주선,0.002839052402561478,행정안전위원회
최도자,0.008295404634308579,행정안전위원회
김동철,0.0043007755185023215,행정안전위원회
이태규,0.0008152757282902854,행정안전위원회
채이배,0.006032199335119048,행정안전위원회
장병완,0.0013210519201390404,행정안전위원회
송기헌,0.0027920287767686414,행정안전위원회
이용호,0.004271482980642906,행정안전위원회
전현희,0.0010143114214252059,행정안전위원회
김정우,0.009130611990175955,행정안전위원회
김경협,0.001930625002741515,행정안전위원회
이개호,0.00156654540184184,행정안전위원회
여영국,8.78780264204652e-05,행정안전위원회
김종대,0.0020039500986174046,행정안전위원회
윤소하,0.0021988001324969673,행정안전위원회
추혜선,0.0018865869421248245,행정안전위원회
김종훈,0.0,행정안전위원회
정동영,0.004072871987215988,행정안전위원회
변재일,0.008398525953913136,행정안전위원회
이용주,0.003121228975727625,행정안전위원회
이상민,0.0008397923208875626,행정안전위원회
엄용수,0.002736992009051681,행정안전위원회
민병두,0.002984604896586394,행정안전위원회
김부겸,0.0005572866167368483,행정안전위원회
김영진,0.0014368023108951087,행정안전위원회
박병석,0.0002715209914847257,행정안전위원회
추미애,0.0005613959349801881,행정안전위원회
진선미,0.005440786143264733,행정안전위원회
남인순,0.0020346322031358755,행정안전위원회
박범계,0.00028576752489806444,행정안전위원회
이인영,0.000366137118001217,행정안전위원회
박완주,0.003515941489681652,행정안전위원회
조응천,0.0007689424381952455,행정안전위원회
전해철,0.0006189078783167774,행정안전위원회
김관영,0.007202389021796691,행정안전위원회
어기구,0.0014978038348919668,행정안전위원회
홍영표,0.0,행정안전위원회
송영길,0.0013902298643556996,행정안전위원회
박용진,0.0009711559111950475,행정안전위원회
강길부,0.0007477681778243648,행정안전위원회
심재권,0.002266190939089274,행정안전위원회
황영철,0.004442148647703754,행정안전위원회
황희,0.0006471696346786242,행정안전위원회
박선숙,0.0016974937406543697,행정안전위원회
박주현,0.0007646891418423912,행정안전위원회
김성환,0.00035593418024558254,행정안전위원회
이수혁,0.00016581559925575034,행정안전위원회
손혜원,0.0001977135896047562,행정안전위원회
이상돈,0.0,행정안전위원회
이해찬,0.0003772568464129905,행정안전위원회
박경미,0.0006703269402027737,행정안전위원회
이정현,0.0,행정안전위원회
손금주,0.0023422680349638324,행정안전위원회
이철희,0.001996544485109977,행정안전위원회
이완영,0.003273175245031181,행정안전위원회
우상호,1.3464275530567251e-05,행정안전위원회
김성식,0.00033136019327896455,행정안전위원회
유은혜,0.0004410748101516533,행정안전위원회
이우현,0.0004464553017008553,행정안전위원회
이군현,0.0,행정안전위원회
오세정,0.002261260152088883,행정안전위원회
권석창,0.001102870039615049,행정안전위원회
박남춘,0.007814233822754355,행정안전위원회
노회찬,0.00020689586243614392,행정안전위원회
양승조,0.0005687122014216921,행정안전위원회
이철우,0.0003516678214140469,행정안전위원회
박찬우,0.0005925941546884968,행정안전위원회
박준영,0.00020353803179674028,행정안전위원회
송기석,0.000317574529906891,행정안전위원회
김경수,0.0002844967816422657,행정안전위원회
진영,0.0,행정안전위원회
윤종오,0.0003119597240322308,행정안전위원회
최명길,0.00033515378776332916,행정안전위원회
배덕광,0.0,행정안전위원회
문미옥,0.000810423826950001,행정안전위원회
김현미,0.0005842956358095978,행정안전위원회
안철수,3.9384716209488884e-07,행정안전위원회
김종태,0.0,행정안전위원회
김병관,0.001829298566251595,법제사법위원회
고용진,0.0014469953000228587,법제사법위원회
김철민,0.0038008458419688416,법제사법위원회
박재호,0.0016152531276663162,법제사법위원회
박정,0.0027714543504079856,법제사법위원회
서형수,0.0,법제사법위원회
심기준,0.0,법제사법위원회
위성곤,0.002373953039955226,법제사법위원회
유승희,0.003280375585022488,법제사법위원회
이규희,0.0006307519582955379,법제사법위원회
이원욱,0.002949179924866212,법제사법위원회
홍익표,0.0008995174477085749,법제사법위원회
권미혁,0.0028267629493024696,법제사법위원회
김병기,0.010835278734726233,법제사법위원회
김상희,0.006636501472375173,법제사법위원회
김영주,0.0,법제사법위원회
남인순,0.004061263787505144,법제사법위원회
맹성규,0.0004543373310621896,법제사법위원회
인재근,0.010463005225093972,법제사법위원회
한정애,0.0023333101115327525,법제사법위원회
송기헌,0.003105325042129385,법제사법위원회
김민기,0.0016053339356319914,법제사법위원회
김종민,0.0027629052199436596,법제사법위원회
박광온,0.0031029997637911206,법제사법위원회
백혜련,0.011393833492500682,법제사법위원회
이철희,0.015277457328491144,법제사법위원회
이학영,0.0013911067704706881,법제사법위원회
전해철,0.0007335460586810304,법제사법위원회
정성호,0.023463709606242944,법제사법위원회
강병원,0.000980400866909166,법제사법위원회
기동민,0.0008400340720712906,법제사법위원회
김영진,0.000931257023558782,법제사법위원회
김정우,0.001467455273365252,법제사법위원회
박경미,0.002744850391429502,법제사법위원회
박홍근,0.003413183877043123,법제사법위원회
서영교,0.011254515723338285,법제사법위원회
손금주,0.004673754327507857,법제사법위원회
윤준호,0.0,법제사법위원회
제윤경,0.0026651658561082175,법제사법위원회
진선미,0.005733096968271142,법제사법위원회
허윤정,0.0,법제사법위원회
박대출,0.004538943309969181,법제사법위원회
김석기,0.0158436587171791,법제사법위원회
김재경,0.0004759364330943152,법제사법위원회
송희경,0.009633311439845539,법제사법위원회
염동열,0.0,법제사법위원회
이은권,0.0006608302848106788,법제사법위원회
이진복,0.0,법제사법위원회
정갑윤,0.014279919046474562,법제사법위원회
최교일,0.008409090958972019,법제사법위원회
최연혜,0.0005807008699933479,법제사법위원회
김진표,0.00014647204793948645,법제사법위원회
송갑석,0.0012386676208041348,법제사법위원회
신경민,0.0023570715707643517,법제사법위원회
이상민,0.0020328222639647065,법제사법위원회
정재호,0.00023536443288074815,법제사법위원회
김승희,0.003227022770743489,법제사법위원회
김정재,0.006485235168718509,법제사법위원회
김현아,0.009383213360269703,법제사법위원회
박성중,0.003640471103005928,법제사법위원회
신보라,0.001134825335134806,법제사법위원회
윤상직,0.009593349909361346,법제사법위원회
윤종필,0.002054879980393766,법제사법위원회
이종명,0.004623558879244771,법제사법위원회
임이자,0.0005548981264628633,법제사법위원회
정병국,0.0,법제사법위원회
김부겸,0.0,법제사법위원회
이용득,0.0,법제사법위원회
임종성,0.0031881578252127016,법제사법위원회
정은혜,0.0,법제사법위원회
정춘숙,0.0038964091993276043,법제사법위원회
표창원,0.011554313013554102,법제사법위원회
주호영,0.005202553669124232,법제사법위원회
강석호,0.001107086015899579,법제사법위원회
곽대훈,0.001335772903188501,법제사법위원회
김광림,0.0,법제사법위원회
김도읍,0.0070603696278629295,법제사법위원회
김무성,0.0,법제사법위원회
김상훈,0.0,법제사법위원회
정태옥,0.006088391018884879,법제사법위원회
추경호,0.0016871206101303294,법제사법위원회
안민석,0.006734308076197159,법제사법위원회
윤후덕,0.007922797481135004,법제사법위원회
추혜선,0.0033823433633382635,법제사법위원회
김종대,0.0010790396717109965,법제사법위원회
김종훈,0.0,법제사법위원회
박선숙,0.00038847213001258626,법제사법위원회
심상정,0.0002863149567329128,법제사법위원회
여영국,0.0,법제사법위원회
윤소하,0.0005209254156048468,법제사법위원회
이정미,0.0025834291322825585,법제사법위원회
채이배,0.013649711567734176,법제사법위원회
천정배,0.0036648487863060433,법제사법위원회
금태섭,0.006042690674101116,법제사법위원회
박지원,0.0017002123314270945,법제사법위원회
이재정,0.001003171847546703,법제사법위원회
홍일표,0.0013413169549792226,법제사법위원회
강효상,0.004341072014439341,법제사법위원회
권성동,0.010839119123361437,법제사법위원회
김성찬,0.010794860628249192,법제사법위원회
김세연,0.0009093114490086984,법제사법위원회
여상규,0.0012740769328310002,법제사법위원회
유민봉,0.0007527023005668151,법제사법위원회
이주영,0.0015752148121685125,법제사법위원회
정양석,0.0,법제사법위원회
윤호중,0.0019457540434017517,법제사법위원회
김진태,0.0019512318981942237,법제사법위원회
민경욱,0.0013590426405175574,법제사법위원회
조원진,0.00038872932908389776,법제사법위원회
주광덕,0.0027895307582502405,법제사법위원회
이명수,0.011565027159762197,법제사법위원회
김성원,0.0027463458161152777,법제사법위원회
박덕흠,0.011532473309865898,법제사법위원회
박인숙,0.006252737274363633,법제사법위원회
성일종,0.0,법제사법위원회
조배숙,0.0004900170674429383,법제사법위원회
홍문표,0.0026209540333315892,법제사법위원회
이종배,0.005942304575363882,법제사법위원회
김규환,0.0023000432974660946,법제사법위원회
윤영석,0.0009489161574011839,법제사법위원회
이동섭,0.012659749665319677,법제사법위원회
정유섭,0.0047858780921039654,법제사법위원회
이은재,0.0011932430313211031,법제사법위원회
원유철,0.0036874012006846203,법제사법위원회
정우택,0.0021515189264189995,법제사법위원회
정운천,0.0021812922247991494,법제사법위원회
정점식,2.3428675178679215e-05,법제사법위원회
함진규,0.009933007296363748,법제사법위원회
강석진,0.0016725370096993793,법제사법위원회
김기선,0.00026909376170659215,법제사법위원회
박맹우,0.0019340123945102232,법제사법위원회
박순자,0.0008622046468181224,법제사법위원회
백승주,0.0005152413745643939,법제사법위원회
송석준,0.009536886017139307,법제사법위원회
유기준,0.005887668973124366,법제사법위원회
유재중,0.0006511702891605468,법제사법위원회
윤한홍,0.0005169089636377248,법제사법위원회
이만희,0.0019187054182191652,법제사법위원회
이채익,0.0012626966687929097,법제사법위원회
이헌승,0.0009783723536759825,법제사법위원회
이현재,0.0,법제사법위원회
정용기,0.0020808449111718572,법제사법위원회
정종섭,0.0006162993764634348,법제사법위원회
박찬대,0.004762990946139326,법제사법위원회
신창현,0.004258248593535807,법제사법위원회
이종걸,0.0031869669630104017,법제사법위원회
이찬열,0.02140563997147981,법제사법위원회
전혜숙,0.0048260995809063555,법제사법위원회
조승래,0.0006221562762447913,법제사법위원회
주승용,0.03598753542764597,법제사법위원회
박주민,0.0127232495447491,법제사법위원회
권칠승,0.006702792395072726,법제사법위원회
노웅래,0.008620526435480665,법제사법위원회
설훈,0.0006183066874464422,법제사법위원회
윤일규,0.0005348870893182765,법제사법위원회
김태흠,0.0,법제사법위원회
박명재,0.007065227027013343,법제사법위원회
서청원,0.0015685095268493203,법제사법위원회
신용현,0.006585942418801129,법제사법위원회
안규백,0.01251623724646935,법제사법위원회
유동수,0.009344077947434446,법제사법위원회
정인화,0.0059202618696055954,법제사법위원회
하태경,0.02310876493455575,법제사법위원회
홍철호,0.003722623886762609,법제사법위원회
송언석,0.0,법제사법위원회
심재철,0.007685221327773603,법제사법위원회
이종구,0.0,법제사법위원회
조훈현,0.0,법제사법위원회
김종회,0.0027734014242164888,법제사법위원회
손혜원,0.00032583371424876634,법제사법위원회
장병완,0.0,법제사법위원회
장정숙,0.0032965048188959975,법제사법위원회
황주홍,0.01598110145346596,법제사법위원회
곽상도,0.004909139655156531,법제사법위원회
안상수,0.0030521946607821727,법제사법위원회
김선동,0.0015075587537414714,법제사법위원회
이장우,0.0001923322370065418,법제사법위원회
김정호,0.0,법제사법위원회
안호영,0.0022697731781490776,법제사법위원회
경대수,0.0006336671843823186,법제사법위원회
김순례,0.002037676119751923,법제사법위원회
김영우,0.0026318665195879452,법제사법위원회
김재원,0.0016464803096026897,법제사법위원회
김종석,0.0,법제사법위원회
김학용,0.0028617509796487377,법제사법위원회
나경원,0.006189951143054414,법제사법위원회
박완수,0.004443990741976672,법제사법위원회
이철규,0.010693356214412846,법제사법위원회
장석춘,0.0,법제사법위원회
조경태,0.017356934698225152,법제사법위원회
강창일,0.001987092053047738,법제사법위원회
김동철,0.005138456500802026,법제사법위원회
정동영,0.002016398458822546,법제사법위원회
문진국,0.0,법제사법위원회
권은희,0.0007722875846250579,법제사법위원회
김관영,0.010892639581053947,법제사법위원회
김광수,0.0017236571306452513,법제사법위원회
김삼화,0.007292239142314348,법제사법위원회
최도자,0.005205804663312284,법제사법위원회
이언주,0.012509057230074696,법제사법위원회
이학재,0.00182876907879003,법제사법위원회
홍문종,0.0,법제사법위원회
김해영,0.0024553662799429556,법제사법위원회
윤상현,0.0013687877894725438,법제사법위원회
김성수,0.0009509757390744599,법제사법위원회
김현권,0.0005202960697425258,법제사법위원회
이양수,0.0,법제사법위원회
한선교,0.00011861513664844057,법제사법위원회
소병훈,0.005257271293368524,법제사법위원회
송영길,0.0011879485197402605,법제사법위원회
송옥주,0.0,법제사법위원회
조정식,0.002627431879852857,법제사법위원회
김수민,0.010915316916208385,법제사법위원회
오신환,0.007780388684475778,법제사법위원회
이태규,0.0018229915669298873,법제사법위원회
윤영일,0.004675385708189647,법제사법위원회
윤재옥,0.000899828974893839,법제사법위원회
김한표,0.00037415707298182817,법제사법위원회
유승민,0.0,법제사법위원회
이춘석,0.007195893182482209,법제사법위원회
전현희,0.0004128565597236641,법제사법위원회
이석현,0.005507635191029005,법제사법위원회
서삼석,0.0,법제사법위원회
우원식,0.000809267460009403,법제사법위원회
김한정,0.0,법제사법위원회
오영훈,0.0013043332255656946,법제사법위원회
박주현,0.0002193929198131971,법제사법위원회
유성엽,0.02160907839793798,법제사법위원회
전재수,0.00152323256328442,법제사법위원회
최인호,0.0006923282559852366,법제사법위원회
박주선,0.0008080979416764094,법제사법위원회
임재훈,3.842727061485526e-05,법제사법위원회
홍영표,0.0,법제사법위원회
원혜영,0.015190895494006073,법제사법위원회
윤관석,0.0,법제사법위원회
조응천,0.0010654071889233264,법제사법위원회
김경협,0.0027539958979635104,법제사법위원회
민병두,0.0028895485470630837,법제사법위원회
이상헌,0.0,법제사법위원회
최운열,0.00243541825169592,법제사법위원회
박완주,0.00016615687003778947,법제사법위원회
이개호,0.002084501337816897,법제사법위원회
강훈식,0.002199092559897078,법제사법위원회
김경진,0.017336627914539573,법제사법위원회
김두관,0.0,법제사법위원회
김태년,0.00024245996875429734,법제사법위원회
황희,0.00030325205532909434,법제사법위원회
박범계,0.0062682340363159825,법제사법위원회
어기구,0.0005466368588583581,법제사법위원회
변재일,0.0016162548886458489,법제사법위원회
최재성,0.0005147534724900546,법제사법위원회
도종환,0.0,법제사법위원회
민홍철,0.003990321268675401,법제사법위원회
추미애,0.00304231366462343,법제사법위원회
백재현,0.0019278461781486811,법제사법위원회
오제세,0.00271219480710454,법제사법위원회
정세균,0.0,법제사법위원회
이인영,0.00014982652497165305,법제사법위원회
박용진,0.0018222389936069898,법제사법위원회
김영호,0.0016430045924538022,법제사법위원회
신동근,0.0031476835746394173,법제사법위원회
박병석,0.0001788467042841565,법제사법위원회
이후삼,0.0,법제사법위원회
홍의락,0.004191632913002473,법제사법위원회
문희상,0.00010672432632560491,법제사법위원회
박영선,0.004957113821953545,법제사법위원회
신상진,0.0026479218148833753,법제사법위원회
이해찬,0.0,법제사법위원회
진영,0.0005087082715771966,법제사법위원회
엄용수,0.0,법제사법위원회
황영철,0.0010007744645199154,법제사법위원회
김용태,0.0,법제사법위원회
이용호,0.0009908071752719298,법제사법위원회
유의동,0.0012254105413556345,법제사법위원회
정진석,0.0002230059998273104,법제사법위원회
강길부,0.0,법제사법위원회
김영춘,0.0012163961678513925,법제사법위원회
심재권,0.0022131128646700336,법제사법위원회
장제원,0.0024079732144567895,법제사법위원회
이수혁,0.001038686416446596,법제사법위원회
이혜훈,0.0014050242911633492,법제사법위원회
이정현,0.0009700125956264587,법제사법위원회
김명연,0.0024757890684528527,법제사법위원회
이완영,0.004610481156100123,법제사법위원회
이훈,0.0003281882762458631,법제사법위원회
김중로,0.004909271109822301,법제사법위원회
이용주,0.000526102903150504,법제사법위원회
이상돈,0.0,법제사법위원회
전희경,0.0,법제사법위원회
김정훈,0.00022520335608415125,법제사법위원회
이우현,0.0010956770836889193,법제사법위원회
김성식,0.0,법제사법위원회
김성환,0.0,법제사법위원회
김현미,0.0,법제사법위원회
우상호,0.014383368309655944,법제사법위원회
유은혜,0.00019526486560769973,법제사법위원회
이군현,0.0,법제사법위원회
오세정,0.0,법제사법위원회
양승조,0.0018456809413442954,법제사법위원회
권석창,0.0003182619544869726,법제사법위원회
이철우,0.0006329107576159168,법제사법위원회
노회찬,0.0022872632022900093,법제사법위원회
지상욱,0.0006243085124296366,법제사법위원회
박남춘,0.0022883330514357064,법제사법위원회
송기석,0.0006145335015038521,법제사법위원회
박준영,0.0016401853377903668,법제사법위원회
박찬우,0.0009716441195756325,법제사법위원회
김경수,0.0,법제사법위원회
윤종오,0.00020163103890263173,법제사법위원회
최명길,0.0005543593282952249,법제사법위원회
배덕광,0.0,법제사법위원회
문미옥,0.0,법제사법위원회
김종인,0.00021206194835934625,법제사법위원회
안철수,0.0,법제사법위원회
김종태,0.0002973370452655466,법제사법위원회
송석준,0.010044373936004184,국토교통위원회
김석기,0.0030241541053040413,국토교통위원회
김정재,0.007594764933877594,국토교통위원회
성일종,0.0014851498898782124,국토교통위원회
송언석,0.0012383616062764723,국토교통위원회
송희경,0.007754618681391846,국토교통위원회
유동수,0.003618947277633657,국토교통위원회
윤종필,0.0010753209588495445,국토교통위원회
이양수,0.002430991814008513,국토교통위원회
이종배,0.0036131916658925364,국토교통위원회
함진규,0.026032847441061446,국토교통위원회
조훈현,0.0003765173129062311,국토교통위원회
김규환,0.003262853651814997,국토교통위원회
김성찬,0.0029764448956772892,국토교통위원회
김재경,0.0016126248031682355,국토교통위원회
문진국,0.01283553573735931,국토교통위원회
박인숙,0.004666071817520741,국토교통위원회
원유철,0.00335333134026501,국토교통위원회
이종명,0.0050170432685237324,국토교통위원회
정갑윤,0.0029599944067559662,국토교통위원회
최연혜,0.0020364874396159196,국토교통위원회
이현재,0.008645922677158595,국토교통위원회
곽상도,0.001216274931781124,국토교통위원회
김경협,0.006867669630492016,국토교통위원회
김승희,0.0019229249305669099,국토교통위원회
김한표,0.0005307068843624086,국토교통위원회
