Id,Label,Party,Reselection,District_Type,Gender,Role
강훈식,강훈식,더불어민주당,초선,지역구,남,Representative
이명수,이명수,자유한국당,3선,지역구,남,Representative
정세균,정세균,더불어민주당,6선,지역구,남,Representative
이찬열,이찬열,바른미래당,3선,지역구,남,Representative
김한표,김한표,자유한국당,재선,지역구,남,Representative
홍영표,홍영표,더불어민주당,3선,지역구,남,Representative
인재근,인재근,더불어민주당,재선,지역구,여,Representative
신보라,신보라,자유한국당,초선,비례대표,여,Representative
이용호,이용호,더불어민주당,초선,지역구,남,Representative
황영철,황영철,자유한국당,3선,지역구,남,Representative
박홍근,박홍근,더불어민주당,재선,지역구,남,Representative
채이배,채이배,바른미래당,초선,비례대표,남,Representative
장석춘,장석춘,자유한국당,초선,지역구,남,Representative
박지원,박지원,민주평화당,4선,지역구,남,Representative
김진표,김진표,더불어민주당,4선,지역구,남,Representative
김두관,김두관,더불어민주당,초선,지역구,남,Representative
강창일,강창일,더불어민주당,4선,지역구,남,Representative
김영춘,김영춘,더불어민주당,3선,지역구,남,Representative
최인호,최인호,더불어민주당,초선,지역구,남,Representative
이상헌,이상헌,더불어민주당,초선,지역구,남,Representative
유승희,유승희,더불어민주당,3선,지역구,여,Representative
신용현,신용현,바른미래당,초선,지역구,여,Representative
이종걸,이종걸,더불어민주당,5선,지역구,남,Representative
고용진,고용진,더불어민주당,초선,지역구,남,Representative
김재원,김재원,자유한국당,3선,지역구,남,Representative
김한정,김한정,더불어민주당,초선,지역구,남,Representative
이우현,이우현,자유한국당,재선,지역구,남,Co-Sponsor
김성환,김성환,더불어민주당,초선,지역구,남,Representative
김영주,김영주,더불어민주당,3선,지역구,여,Representative
민경욱,민경욱,자유한국당,초선,지역구,남,Representative
박찬대,박찬대,더불어민주당,초선,지역구,남,Representative
이진복,이진복,자유한국당,3선,지역구,남,Representative
강길부,강길부,자유한국당,4선,지역구,남,Representative
윤재옥,윤재옥,자유한국당,재선,지역구,남,Representative
여상규,여상규,자유한국당,3선,지역구,남,Representative
이원욱,이원욱,더불어민주당,재선,지역구,남,Representative
함진규,함진규,자유한국당,재선,지역구,남,Representative
송언석,송언석,자유한국당,초선,지역구,남,Representative
장정숙,장정숙,바른미래당,초선,비례대표,여,Representative
박완주,박완주,더불어민주당,재선,지역구,남,Representative
김철민,김철민,더불어민주당,초선,지역구,남,Representative
김현미,김현미,더불어민주당,3선,지역구,여,Co-Sponsor
정용기,정용기,자유한국당,재선,지역구,남,Representative
윤후덕,윤후덕,더불어민주당,재선,지역구,남,Representative
이철규,이철규,자유한국당,초선,지역구,남,Representative
이규희,이규희,더불어민주당,초선,지역구,남,Representative
원혜영,원혜영,더불어민주당,5선,지역구,남,Representative
지상욱,지상욱,바른미래당,초선,지역구,남,Representative
박재호,박재호,더불어민주당,초선,지역구,남,Representative
우원식,우원식,더불어민주당,3선,지역구,남,Representative
정동영,정동영,민주평화당,4선,지역구,남,Representative
김현아,김현아,자유한국당,초선,비례대표,여,Representative
손혜원,손혜원,더불어민주당,초선,지역구,여,Representative
조배숙,조배숙,민주평화당,4선,지역구,여,Representative
유재중,유재중,자유한국당,3선,지역구,남,Representative
김종석,김종석,자유한국당,초선,비례대표,남,Representative
박명재,박명재,자유한국당,재선,지역구,남,Representative
전해철,전해철,더불어민주당,재선,지역구,남,Representative
이혜훈,이혜훈,바른미래당,3선,지역구,여,Representative
김정훈,김정훈,자유한국당,4선,지역구,남,Representative
권칠승,권칠승,더불어민주당,초선,지역구,남,Representative
송영길,송영길,더불어민주당,4선,지역구,남,Representative
유은혜,유은혜,더불어민주당,재선,지역구,여,Representative
박완수,박완수,자유한국당,초선,지역구,남,Representative
김성원,김성원,자유한국당,초선,지역구,남,Representative
백승주,백승주,자유한국당,초선,지역구,남,Representative
김석기,김석기,자유한국당,초선,지역구,남,Representative
강효상,강효상,자유한국당,초선,비례대표,남,Representative
오신환,오신환,바른미래당,재선,지역구,남,Representative
김경수,김경수,더불어민주당,초선,지역구,남,Representative
신창현,신창현,더불어민주당,초선,지역구,남,Representative
김세연,김세연,바른미래당,3선,지역구,남,Representative
윤상현,윤상현,자유한국당,3선,지역구,남,Representative
이정미,이정미,정의당,초선,비례대표,여,Representative
박범계,박범계,더불어민주당,재선,지역구,남,Representative
신동근,신동근,더불어민주당,초선,지역구,남,Representative
김수민,김수민,바른미래당,초선,비례대표,여,Representative
송갑석,송갑석,더불어민주당,초선,지역구,남,Representative
홍문종,홍문종,자유한국당,4선,지역구,남,Representative
박정,박정,더불어민주당,초선,지역구,남,Representative
추혜선,추혜선,정의당,초선,비례대표,여,Representative
이헌승,이헌승,자유한국당,재선,지역구,남,Representative
안호영,안호영,더불어민주당,초선,지역구,남,Representative
이재정,이재정,더불어민주당,초선,비례대표,여,Representative
심재철,심재철,자유한국당,5선,지역구,남,Representative
장제원,장제원,자유한국당,재선,지역구,남,Representative
원유철,원유철,자유한국당,5선,지역구,남,Representative
홍익표,홍익표,더불어민주당,재선,지역구,남,Representative
서청원,서청원,자유한국당,8선,지역구,남,Representative
김종대,김종대,정의당,초선,비례대표,남,Representative
윤소하,윤소하,정의당,초선,비례대표,남,Representative
윤종필,윤종필,자유한국당,초선,비례대표,여,Representative
박주민,박주민,더불어민주당,초선,지역구,남,Representative
주광덕,주광덕,자유한국당,재선,지역구,남,Representative
백재현,백재현,더불어민주당,3선,지역구,남,Representative
이철희,이철희,더불어민주당,초선,비례대표,남,Representative
정인화,정인화,민주평화당,초선,지역구,남,Representative
이수혁,이수혁,더불어민주당,초선,비례대표,남,Representative
강병원,강병원,더불어민주당,초선,지역구,남,Representative
진선미,진선미,더불어민주당,재선,지역구,여,Representative
유동수,유동수,더불어민주당,초선,지역구,남,Representative
이장우,이장우,자유한국당,재선,지역구,남,Representative
김병욱,김병욱,더불어민주당,초선,지역구,남,Representative
이종배,이종배,자유한국당,재선,지역구,남,Representative
김광림,김광림,자유한국당,3선,지역구,남,Representative
유성엽,유성엽,바른미래당,3선,지역구,남,Representative
정종섭,정종섭,자유한국당,초선,지역구,남,Representative
권은희,권은희,바른미래당,재선,지역구,여,Representative
유승민,유승민,바른미래당,4선,지역구,남,Representative
서형수,서형수,더불어민주당,초선,지역구,남,Representative
이은재,이은재,자유한국당,재선,지역구,여,Representative
김종회,김종회,민주평화당,초선,지역구,남,Representative
이상민,이상민,더불어민주당,4선,지역구,남,Representative
김병관,김병관,더불어민주당,초선,지역구,남,Representative
하태경,하태경,바른미래당,재선,지역구,남,Representative
정우택,정우택,자유한국당,4선,지역구,남,Representative
엄용수,엄용수,자유한국당,초선,지역구,남,Representative
박주선,박주선,바른미래당,4선,지역구,남,Representative
정은혜,정은혜,더불어민주당,초선,비례대표,여,Representative
조응천,조응천,더불어민주당,초선,지역구,남,Representative
김성식,김성식,바른미래당,재선,지역구,남,Representative
곽상도,곽상도,자유한국당,초선,지역구,남,Representative
여영국,여영국,정의당,초선,지역구,남,Representative
금태섭,금태섭,더불어민주당,초선,지역구,남,Representative
전혜숙,전혜숙,더불어민주당,재선,지역구,여,Representative
손금주,손금주,더불어민주당,초선,지역구,남,Representative
어기구,어기구,더불어민주당,초선,지역구,남,Representative
김승희,김승희,자유한국당,초선,비례대표,여,Representative
이용주,이용주,민주평화당,초선,지역구,남,Representative
맹성규,맹성규,더불어민주당,초선,지역구,남,Representative
민병두,민병두,더불어민주당,3선,지역구,남,Representative
김성수,김성수,더불어민주당,초선,비례대표,남,Representative
윤영일,윤영일,민주평화당,초선,지역구,남,Representative
경대수,경대수,자유한국당,재선,지역구,남,Representative
김영우,김영우,자유한국당,3선,지역구,남,Representative
기동민,기동민,더불어민주당,초선,지역구,남,Representative
윤준호,윤준호,더불어민주당,초선,지역구,남,Representative
문희상,문희상,더불어민주당,6선,지역구,남,Representative
이춘석,이춘석,더불어민주당,3선,지역구,남,Representative
박순자,박순자,자유한국당,3선,지역구,여,Representative
정갑윤,정갑윤,자유한국당,5선,지역구,남,Representative
서영교,서영교,더불어민주당,재선,지역구,여,Representative
정태옥,정태옥,자유한국당,초선,지역구,남,Representative
김상희,김상희,더불어민주당,3선,지역구,여,Representative
변재일,변재일,더불어민주당,4선,지역구,남,Representative
,,,,,,Co-Sponsor
김정우,김정우,더불어민주당,초선,지역구,남,Representative
이해찬,이해찬,더불어민주당,7선,지역구,남,Representative
이철우,이철우,자유한국당,3선,지역구,남,Representative
오영훈,오영훈,더불어민주당,초선,지역구,남,Representative
박경미,박경미,더불어민주당,초선,비례대표,여,Representative
김용태,김용태,자유한국당,3선,지역구,남,Representative
김동철,김동철,바른미래당,4선,지역구,남,Representative
허윤정,허윤정,더불어민주당,초선,비례대표,여,Representative
박덕흠,박덕흠,자유한국당,재선,지역구,남,Representative
신상진,신상진,자유한국당,4선,지역구,남,Representative
