대표발의자_정당,공동발의자_정당,협력지수,파일명
국민의당,국민의당,0.0920087412456472,21대_소관위원회_과학기술정보방송통신위원회.csv
국민의당,국민의당,0.1915682977384637,21대_소관위원회_교육위원회.csv
국민의당,국민의당,0.0833333333333333,21대_소관위원회_국방위원회.csv
국민의당,국민의당,0.0872871560943969,21대_소관위원회_국토교통위원회.csv
국민의당,국민의당,0.137198868114007,21대_소관위원회_국회운영위원회.csv
국민의당,국민의당,0.138576383053737,21대_소관위원회_기획재정위원회.csv
국민의당,국민의당,0.0900754698222089,21대_소관위원회_농림축산식품해양수산위원회.csv
국민의당,국민의당,0.1157538806991369,21대_소관위원회_법제사법위원회.csv
국민의당,국민의당,0.2411975125220358,21대_소관위원회_보건복지위원회.csv
국민의당,국민의당,0.0774984258292128,21대_소관위원회_산업통상자원중소벤처기업위원회.csv
국민의당,국민의당,0.2445579940222592,21대_소관위원회_여성가족위원회.csv
국민의당,국민의당,0.1286131928826069,21대_소관위원회_정무위원회.csv
국민의당,국민의당,0.1122869228088691,21대_소관위원회_행정안전위원회.csv
국민의당,국민의당,0.0451446949071634,21대_소관위원회_환경노동위원회.csv
국민의힘,국민의힘,0.9233766956873825,21대_소관위원회_과학기술정보방송통신위원회.csv
국민의힘,국민의힘,0.8894123777222351,21대_소관위원회_교육위원회.csv
국민의힘,국민의힘,0.9623932769773292,21대_소관위원회_국방위원회.csv
국민의힘,국민의힘,0.9452010540494024,21대_소관위원회_국토교통위원회.csv
국민의힘,국민의힘,0.9658771734794602,21대_소관위원회_국회운영위원회.csv
국민의힘,국민의힘,0.9609669412032236,21대_소관위원회_기획재정위원회.csv
국민의힘,국민의힘,0.9468438885033744,21대_소관위원회_농림축산식품해양수산위원회.csv
국민의힘,국민의힘,0.958148738639964,21대_소관위원회_문화체육관광위원회.csv
국민의힘,국민의힘,0.9797958971132712,21대_소관위원회_민생경제안정 특별위원회.csv
국민의힘,국민의힘,0.9300963310553974,21대_소관위원회_법제사법위원회.csv
국민의힘,국민의힘,0.9325334386088237,21대_소관위원회_보건복지위원회.csv
국민의힘,국민의힘,0.9625179674852232,21대_소관위원회_산업통상자원중소벤처기업위원회.csv
국민의힘,국민의힘,0.9357948310176536,21대_소관위원회_여성가족위원회.csv
국민의힘,국민의힘,0.9549735381770827,21대_소관위원회_외교통일위원회.csv
국민의힘,국민의힘,0.9329745853400088,21대_소관위원회_정무위원회.csv
국민의힘,국민의힘,0.986013986013986,21대_소관위원회_정보위원회.csv
국민의힘,국민의힘,0.9131100742850994,21대_소관위원회_정치개혁특별위원회.csv
국민의힘,국민의힘,0.9517250294032013,21대_소관위원회_행정안전위원회.csv
국민의힘,국민의힘,0.957093205045204,21대_소관위원회_환경노동위원회.csv
더불어민주당,더불어민주당,0.9498954736447736,21대_소관위원회_과학기술정보방송통신위원회.csv
더불어민주당,더불어민주당,0.9244215410389788,21대_소관위원회_교육위원회.csv
더불어민주당,더불어민주당,0.9653148429859276,21대_소관위원회_국방위원회.csv
더불어민주당,더불어민주당,0.9622695581073156,21대_소관위원회_국토교통위원회.csv
더불어민주당,더불어민주당,0.9525577302338056,21대_소관위원회_국회운영위원회.csv
더불어민주당,더불어민주당,0.9663620494907992,21대_소관위원회_기획재정위원회.csv
더불어민주당,더불어민주당,0.9608686951290892,21대_소관위원회_농림축산식품해양수산위원회.csv
더불어민주당,더불어민주당,0.9589623424225044,21대_소관위원회_문화체육관광위원회.csv
더불어민주당,더불어민주당,0.9453131868733218,21대_소관위원회_민생경제안정 특별위원회.csv
더불어민주당,더불어민주당,0.9440683623427352,21대_소관위원회_법제사법위원회.csv
더불어민주당,더불어민주당,0.9557329733077348,21대_소관위원회_보건복지위원회.csv
더불어민주당,더불어민주당,0.9709584768621176,21대_소관위원회_산업통상자원중소벤처기업위원회.csv
더불어민주당,더불어민주당,0.9505131814769284,21대_소관위원회_여성가족위원회.csv
더불어민주당,더불어민주당,0.9649861373142312,21대_소관위원회_외교통일위원회.csv
더불어민주당,더불어민주당,0.9465019956377674,21대_소관위원회_정무위원회.csv
더불어민주당,더불어민주당,0.9569804744710368,21대_소관위원회_정보위원회.csv
더불어민주당,더불어민주당,0.95078240796551,21대_소관위원회_정치개혁특별위원회.csv
더불어민주당,더불어민주당,0.9537057209210188,21대_소관위원회_행정안전위원회.csv
더불어민주당,더불어민주당,0.9482288568230292,21대_소관위원회_환경노동위원회.csv
열린민주당,열린민주당,0.1074043227082109,21대_소관위원회_과학기술정보방송통신위원회.csv
