Id,Label,Party,Reselection,District_Type,Gender,Role
우신구,우신구,국민의힘,초선,비례대표,남,Representative
김기현,김기현,국민의힘,4선,지역구,남,Representative
조태용,조태용,국민의힘,초선,비례대표,남,Representative
민형배,민형배,더불어민주당,초선,지역구,남,Representative
윤상현,윤상현,국민의힘,4선,지역구,남,Representative
박범계,박범계,더불어민주당,3선,지역구,남,Representative
신동근,신동근,더불어민주당,재선,지역구,남,Representative
이해식,이해식,더불어민주당,초선,지역구,남,Representative
김영배,김영배,더불어민주당,초선,지역구,남,Representative
고영인,고영인,더불어민주당,초선,지역구,남,Representative
김예지,김예지,국민의힘,초선,비례대표,여,Representative
서병수,서병수,국민의힘,5선,지역구,남,Representative
박주민,박주민,더불어민주당,재선,지역구,남,Representative
지성호,지성호,국민의힘,초선,비례대표,남,Representative
김수흥,김수흥,더불어민주당,초선,지역구,남,Representative
진선미,진선미,더불어민주당,3선,지역구,여,Representative
유동수,유동수,더불어민주당,재선,지역구,남,Representative
김원이,김원이,더불어민주당,초선,지역구,남,Representative
문진석,문진석,더불어민주당,초선,지역구,남,Representative
이종배,이종배,국민의힘,3선,지역구,남,Representative
양기대,양기대,더불어민주당,초선,지역구,남,Representative
하태경,하태경,국민의힘,3선,지역구,남,Representative
정우택,정우택,국민의힘,5선,지역구,남,Representative
이영,이영,국민의힘,초선,비례대표,여,Representative
배진교,배진교,정의당,초선,비례대표,남,Representative
전혜숙,전혜숙,더불어민주당,3선,지역구,여,Representative
김민석,김민석,더불어민주당,3선,지역구,남,Representative
안철수,안철수,국민의힘,3선,지역구,남,Representative
박성준,박성준,더불어민주당,초선,지역구,남,Representative
맹성규,맹성규,더불어민주당,재선,지역구,남,Representative
강대식,강대식,국민의힘,초선,지역구,남,Representative
윤희숙,윤희숙,국민의힘,초선,지역구,여,Representative
박성민,박성민,국민의힘,초선,지역구,남,Representative
김상희,김상희,더불어민주당,4선,지역구,여,Representative
nan,nan,,,,,Co-Sponsor
유상범,유상범,국민의힘,초선,지역구,남,Representative
변재일,변재일,더불어민주당,5선,지역구,남,Representative
오기형,오기형,더불어민주당,초선,지역구,남,Representative
장동혁,장동혁,국민의힘,초선,지역구,남,Representative
홍성국,홍성국,더불어민주당,초선,지역구,남,Representative
오영훈,오영훈,더불어민주당,재선,지역구,남,Representative
이인선,이인선,국민의힘,초선,지역구,여,Representative
윤준병,윤준병,더불어민주당,초선,지역구,남,Representative
황희,황희,더불어민주당,재선,지역구,남,Representative
장철민,장철민,더불어민주당,초선,지역구,남,Representative
설훈,설훈,더불어민주당,5선,지역구,남,Representative
한준호,한준호,더불어민주당,초선,지역구,남,Representative
최기상,최기상,더불어민주당,초선,지역구,남,Representative
김상훈,김상훈,국민의힘,3선,지역구,남,Representative
김병주,김병주,더불어민주당,초선,비례대표,남,Representative
윤관석,윤관석,더불어민주당,3선,지역구,남,Representative
유의동,유의동,국민의힘,3선,지역구,남,Representative
노웅래,노웅래,더불어민주당,4선,지역구,남,Representative
박병석,박병석,더불어민주당,6선,지역구,남,Representative
김경협,김경협,더불어민주당,3선,지역구,남,Representative
류성걸,류성걸,국민의힘,재선,지역구,남,Representative
조승래,조승래,더불어민주당,재선,지역구,남,Representative
정희용,정희용,국민의힘,초선,지역구,남,Representative
허영,허영,더불어민주당,초선,지역구,남,Representative
우상호,우상호,더불어민주당,4선,지역구,남,Representative
조정식,조정식,더불어민주당,5선,지역구,남,Representative
임이자,임이자,국민의힘,재선,지역구,여,Representative
이달곤,이달곤,국민의힘,재선,지역구,남,Representative
조명희,조명희,국민의힘,초선,비례대표,여,Representative
윤한홍,윤한홍,국민의힘,재선,지역구,남,Representative
이인영,이인영,더불어민주당,4선,지역구,남,Representative
양향자,양향자,더불어민주당,초선,지역구,여,Representative
양금희,양금희,국민의힘,초선,지역구,여,Representative
전용기,전용기,더불어민주당,초선,비례대표,남,Representative
윤영석,윤영석,국민의힘,3선,지역구,남,Representative
신원식,신원식,국민의힘,초선,비례대표,남,Representative
김승수,김승수,국민의힘,초선,지역구,남,Representative
정점식,정점식,국민의힘,재선,지역구,남,Representative
정일영,정일영,더불어민주당,초선,지역구,남,Representative
조경태,조경태,국민의힘,5선,지역구,남,Representative
한무경,한무경,국민의힘,초선,비례대표,여,Representative
김영선,김영선,국민의힘,5선,,여,Representative
서영석,서영석,더불어민주당,초선,지역구,남,Representative
임오경,임오경,더불어민주당,초선,지역구,여,Representative
허종식,허종식,더불어민주당,초선,지역구,남,Representative
문정복,문정복,더불어민주당,초선,지역구,여,Representative
조은희,조은희,국민의힘,초선,지역구,여,Representative
주호영,주호영,국민의힘,5선,지역구,남,Representative
양경규,양경규,정의당,초선,비례대표,남,Representative
서범수,서범수,국민의힘,초선,지역구,남,Representative
김교흥,김교흥,더불어민주당,재선,지역구,남,Representative
이병훈,이병훈,더불어민주당,초선,지역구,남,Representative
심상정,심상정,정의당,4선,지역구,여,Representative
이성만,이성만,더불어민주당,초선,지역구,남,Representative
조해진,조해진,국민의힘,3선,지역구,남,Representative
정운천,정운천,국민의힘,재선,비례대표,남,Representative
장혜영,장혜영,정의당,초선,비례대표,여,Representative
성일종,성일종,국민의힘,재선,지역구,남,Representative
김미애,김미애,국민의힘,초선,지역구,여,Representative
서삼석,서삼석,더불어민주당,재선,지역구,남,Representative
정성호,정성호,더불어민주당,4선,지역구,남,Representative
윤영덕,윤영덕,더불어민주당,초선,지역구,남,Representative
이채익,이채익,국민의힘,3선,지역구,남,Representative
노용호,노용호,국민의힘,초선,비례대표,남,Representative
윤두현,윤두현,국민의힘,초선,지역구,남,Representative
김웅,김웅,국민의힘,초선,지역구,남,Representative
홍문표,홍문표,국민의힘,4선,지역구,남,Representative
김태흠,김태흠,국민의힘,3선,지역구,남,Representative
고민정,고민정,더불어민주당,초선,지역구,여,Representative
정동만,정동만,국민의힘,초선,지역구,남,Representative
이개호,이개호,더불어민주당,3선,지역구,남,Representative
권영세,권영세,국민의힘,4선,지역구,남,Representative
백혜련,백혜련,더불어민주당,재선,지역구,여,Representative
안규백,안규백,더불어민주당,4선,지역구,남,Representative
최혜영,최혜영,더불어민주당,초선,비례대표,여,Representative
김종민,김종민,더불어민주당,재선,지역구,남,Representative
민홍철,민홍철,더불어민주당,3선,지역구,남,Representative
소병철,소병철,더불어민주당,초선,지역구,남,Representative
양정숙,양정숙,국민의힘,초선,비례대표,여,Representative
강민정,강민정,열린민주당,초선,비례대표,여,Representative
김승원/,김승원,더불어민주당,초선,지역구,남,Representative
박대수,박대수,국민의힘,초선,비례대표,남,Representative
강훈식,강훈식,더불어민주당,재선,지역구,남,Representative
홍영표,홍영표,더불어민주당,4선,지역구,남,Representative
박홍근,박홍근,더불어민주당,3선,지역구,남,Representative
최강욱,최강욱,열린민주당,초선,비례대표,남,Representative
오영환,오영환,더불어민주당,초선,지역구,남,Representative
천준호,천준호,더불어민주당,초선,지역구,남,Representative
민병덕,민병덕,더불어민주당,초선,지역구,남,Representative
최연숙,최연숙,국민의당,초선,비례대표,여,Representative
최재형,최재형,국민의힘,초선,지역구,남,Representative
이상헌,이상헌,더불어민주당,재선,지역구,남,Representative
이원택,이원택,더불어민주당,초선,지역구,남,Representative
김한정,김한정,더불어민주당,재선,지역구,남,Representative
홍정민,홍정민,더불어민주당,초선,지역구,여,Representative
유경준,유경준,국민의힘,초선,지역구,남,Representative
강기윤,강기윤,국민의힘,재선,지역구,남,Representative
양경숙,양경숙,더불어민주당,초선,비례대표,여,Representative
신현영,신현영,더불어민주당,초선,비례대표,여,Representative
김영주,김영주,더불어민주당,4선,지역구,여,Representative
윤재옥,윤재옥,국민의힘,3선,지역구,남,Representative
이원욱,이원욱,더불어민주당,3선,지역구,남,Representative
김민철,김민철,더불어민주당,초선,지역구,남,Representative
강득구,강득구,더불어민주당,초선,지역구,남,Representative
김철민,김철민,더불어민주당,재선,지역구,남,Representative
유기홍,유기홍,더불어민주당,3선,지역구,남,Representative
이철규,이철규,국민의힘,재선,지역구,남,Representative
황보승희,황보승희,국민의힘,초선,지역구,여,Representative
김회재,김회재,더불어민주당,초선,지역구,남,Representative
우원식,우원식,더불어민주당,4선,지역구,남,Representative
전주혜,전주혜,국민의힘,초선,비례대표,여,Representative
전해철,전해철,더불어민주당,3선,지역구,남,Representative
이규민,이규민,더불어민주당,초선,지역구,남,Representative
서정숙,서정숙,국민의힘,초선,비례대표,여,Representative
이주환,이주환,국민의힘,초선,지역구,남,Representative
이낙연,이낙연,더불어민주당,5선,지역구,남,Representative
김희곤,김희곤,국민의힘,초선,지역구,남,Representative
정태호,정태호,더불어민주당,초선,지역구,남,Representative
박완수,박완수,국민의힘,재선,지역구,남,Representative
안병길,안병길,국민의힘,초선,지역구,남,Representative
김성원,김성원,국민의힘,재선,지역구,남,Representative
서일준,서일준,국민의힘,초선,지역구,남,Representative
윤미향,윤미향,더불어민주당,초선,비례대표,여,Representative
이광재,이광재,더불어민주당,3선,지역구,남,Representative
이정문,이정문,더불어민주당,초선,지역구,남,Representative
최승재,최승재,국민의힘,초선,비례대표,남,Representative
송갑석,송갑석,더불어민주당,재선,지역구,남,Representative
박정,박정,더불어민주당,재선,지역구,남,Representative
허은아,허은아,국민의힘,초선,비례대표,여,Representative
이헌승,이헌승,국민의힘,3선,지역구,남,Representative
안호영,안호영,더불어민주당,재선,지역구,남,Representative
이재정,이재정,더불어민주당,재선,지역구,여,Representative
서동용,서동용,더불어민주당,초선,지역구,남,Representative
김진애,김진애,열린민주당,재선,비례대표,여,Representative
김경만,김경만,더불어민주당,초선,비례대표,남,Representative
장제원,장제원,국민의힘,3선,지역구,남,Representative
홍익표,홍익표,더불어민주당,3선,지역구,남,Representative
류호정,류호정,정의당,초선,비례대표,여,Representative
송재호,송재호,더불어민주당,초선,지역구,남,Representative
김태호,김태호,국민의힘,3선,지역구,남,Representative
강병원,강병원,더불어민주당,재선,지역구,남,Representative
이동주,이동주,더불어민주당,초선,비례대표,남,Representative
최춘식,최춘식,국민의힘,초선,지역구,남,Representative
권은희,권은희,국민의당,3선,비례대표,여,Representative
이종성,이종성,국민의힘,초선,비례대표,남,Representative
이상민,이상민,더불어민주당,5선,지역구,남,Representative
조응천,조응천,더불어민주당,재선,지역구,남,Representative
곽상도,곽상도,국민의힘,재선,지역구,남,Representative
김주영,김주영,더불어민주당,초선,지역구,남,Representative
한기호,한기호,국민의힘,3선,지역구,남,Representative
최영희,최영희,국민의힘,초선,비례대표,여,Representative
어기구,어기구,더불어민주당,재선,지역구,남,Representative
한병도,한병도,더불어민주당,재선,지역구,남,Representative
임호선,임호선,더불어민주당,초선,지역구,남,Representative
기동민,기동민,더불어민주당,재선,지역구,남,Representative
김홍걸,김홍걸,더불어민주당,초선,비례대표,남,Representative
김용민,김용민,더불어민주당,초선,지역구,남,Representative
서영교,서영교,더불어민주당,3선,지역구,여,Representative
강선우,강선우,더불어민주당,초선,지역구,여,Representative
최종윤,최종윤,더불어민주당,초선,지역구,남,Representative
권인숙,권인숙,더불어민주당,초선,비례대표,여,Representative
김용판,김용판,국민의힘,초선,지역구,남,Representative
강성희,강성희,진보당,초선,지역구,남,Representative
송석준,송석준,국민의힘,재선,지역구,남,Representative
