노드,Betweenness,소관위원회,Id,Label,Party,Reselection,District_Type,Gender,Role,Importance,Final_Importance
이병훈,0.0058538427327276,행정안전위원회,이병훈,이병훈,더불어민주당,초선,지역구,남,Representative,0.1790578800414445,0.00104817666981822
박주민,0.0018544491113003,행정안전위원회,박주민,박주민,더불어민주당,재선,지역구,남,Representative,0.7084504412298533,0.0013137852911390068
문정복,0.0004584502701963,행정안전위원회,문정복,문정복,더불어민주당,초선,지역구,여,Representative,0.5768076262279168,0.0002644376120954749
유정주,0.0008911379300397,행정안전위원회,유정주,유정주,더불어민주당,초선,비례대표,여,Representative,0.3402755762534749,0.00030323247266558767
윤재갑,0.0133059931076046,행정안전위원회,윤재갑,윤재갑,더불어민주당,초선,지역구,남,Representative,0.6854440000858673,0.009120513140791476
신영대,0.0014931971078844,행정안전위원회,신영대,신영대,더불어민주당,초선,지역구,남,Representative,0.2397699657028943,0.00035802381934510355
임오경,0.001884243091017,행정안전위원회,임오경,임오경,더불어민주당,초선,지역구,여,Representative,0.0586732885421386,0.00011055473856277157
강준현,0.0035183730337729,행정안전위원회,강준현,강준현,더불어민주당,초선,지역구,남,Representative,0.2442135956139989,0.0008592345292890135
유동수,0.0016673661395896,행정안전위원회,유동수,유동수,더불어민주당,재선,지역구,남,Representative,0.4365284860540641,0.0007278528166128574
홍익표,0.0071072015248726,행정안전위원회,홍익표,홍익표,더불어민주당,3선,지역구,남,Representative,0.165353191622152,0.00117519845563951
이자스민,0.0,행정안전위원회,이자스민,이자스민,정의당,재선,비례대표,여,Representative,1.419097879000165,0.0
양경규,0.0,행정안전위원회,양경규,양경규,정의당,초선,비례대표,남,Representative,1.4186110796220983,0.0
강은미,0.0003185676310181,행정안전위원회,강은미,강은미,정의당,초선,비례대표,여,Representative,1.6918809491792466,0.000538978505944687
심상정,0.0012889769015313,행정안전위원회,심상정,심상정,정의당,4선,지역구,여,Representative,1.7478349658369334,0.002252918898652556
강민정,0.0041669442406043,행정안전위원회,강민정,강민정,열린민주당,초선,비례대표,여,Representative,1.3217456216851513,0.005507640305824891
김민석,0.0039141128304,행정안전위원회,김민석,김민석,더불어민주당,3선,지역구,남,Representative,0.5124972621164758,0.00200597210919497
배진교,0.0005079033061905,행정안전위원회,배진교,배진교,정의당,초선,비례대표,남,Representative,1.622416384309617,0.0008240306456084914
장혜영,0.0017037507664853,행정안전위원회,장혜영,장혜영,정의당,초선,비례대표,여,Representative,1.7094637667725767,0.0029125002029176256
인재근,0.0009710488058034,행정안전위원회,인재근,인재근,더불어민주당,3선,지역구,여,Representative,0.2910042957726254,0.00028257937389366725
도종환,0.0015300178818252,행정안전위원회,도종환,도종환,더불어민주당,3선,지역구,남,Representative,0.2721175456087874,0.00041634471073982916
김영주,0.002937950484652,행정안전위원회,김영주,김영주,더불어민주당,4선,지역구,여,Representative,0.3478961305037666,0.0010221016052220965
하태경,0.0087889116040038,행정안전위원회,하태경,하태경,국민의힘,3선,지역구,남,Representative,0.5914732693738115,0.005198406280657557
한정애,0.0010105817703504,행정안전위원회,한정애,한정애,더불어민주당,3선,지역구,여,Representative,0.200025913945713,0.0002021425422312154
김승수,0.0080178442427079,행정안전위원회,김승수,김승수,국민의힘,초선,지역구,남,Representative,0.1092543380607149,0.0008759842654109656
박대수,0.0019131320333935,행정안전위원회,박대수,박대수,국민의힘,초선,비례대표,남,Representative,0.2414175298978371,0.0004618636098702852
김석기,0.0019719993376496,행정안전위원회,김석기,김석기,국민의힘,재선,지역구,남,Representative,0.2160995399392338,0.00042614814962655236
지성호,0.0015238138496548,행정안전위원회,지성호,지성호,국민의힘,초선,비례대표,남,Representative,0.152368783397105,0.00023218166239556093
김예지,0.0233447644400487,행정안전위원회,김예지,김예지,국민의힘,초선,비례대표,여,Representative,0.5578154035188375,0.013022069196177974
황보승희,0.0027567063032513,행정안전위원회,황보승희,황보승희,국민의힘,초선,지역구,여,Representative,0.2043416232088162,0.0005633098407163457
성일종,0.0014581215506602,행정안전위원회,성일종,성일종,국민의힘,재선,지역구,남,Representative,0.2955294681309887,0.0004309178863369414
최영희,0.0007000548941502,행정안전위원회,최영희,최영희,국민의힘,초선,비례대표,여,Representative,0.1798744661352604,0.00012592200035064347
이주환,0.001823683839746,행정안전위원회,이주환,이주환,국민의힘,초선,지역구,남,Representative,0.0486042879937447,8.863885455655275e-05
정진석,0.000917556344253,행정안전위원회,정진석,정진석,국민의힘,5선,지역구,남,Representative,0.0704006718058257,6.459658305510867e-05
이명수,0.0246629694195126,행정안전위원회,이명수,이명수,국민의힘,4선,지역구,남,Representative,0.4078212172780129,0.010058082210356036
유상범,0.0008565104015751,행정안전위원회,유상범,유상범,국민의힘,초선,지역구,남,Representative,0.3489284768254078,0.000298860869806718
최형두,0.0193798718784747,행정안전위원회,최형두,최형두,국민의힘,초선,지역구,남,Representative,0.2907134521220806,0.005633989455475011
구자근,0.0056160091687077,행정안전위원회,구자근,구자근,국민의힘,초선,지역구,남,Representative,0.0584340346254918,0.0003281660742213451
정동만,0.0005025031510406,행정안전위원회,정동만,정동만,국민의힘,초선,지역구,남,Representative,0.0224883277952201,1.130045557873201e-05
김은희,0.0,행정안전위원회,김은희,김은희,국민의힘,초선,비례대표,여,Representative,0.273079356185924,0.0
태영호,0.003360453565955,행정안전위원회,태영호,태영호,국민의힘,초선,지역구,남,Representative,0.1778687283130429,0.0005977196023314461
주호영,0.0021938693362942,행정안전위원회,주호영,주호영,국민의힘,5선,지역구,남,Representative,0.2385724628270604,0.0005233968106804757
송언석,0.0003087050628295,행정안전위원회,송언석,송언석,국민의힘,재선,지역구,남,Representative,0.1978088158038737,6.106458291096383e-05
박형수,0.0002590075997445,행정안전위원회,박형수,박형수,국민의힘,초선,지역구,남,Representative,0.1289259726016864,3.339280670828796e-05
이헌승,0.001302213652219,행정안전위원회,이헌승,이헌승,국민의힘,3선,지역구,남,Representative,0.1758853015028908,0.0002290402408417194
김영식,0.0011888134229799,행정안전위원회,김영식,김영식,국민의힘,초선,지역구,남,Representative,0.2624749295735833,0.0003120337194727798
임이자,0.0007419431268008,행정안전위원회,임이자,임이자,국민의힘,재선,지역구,여,Representative,0.0338839582899253,2.5139969962015063e-05
정운천,0.005785207120866,행정안전위원회,정운천,정운천,국민의힘,재선,비례대표,남,Representative,0.2095429101918529,0.001212249136168892
김도읍,0.0022722692506659,행정안전위원회,김도읍,김도읍,국민의힘,3선,지역구,남,Representative,0.0057675742475114,1.310548161355267e-05
박진,0.0054909673373455,행정안전위원회,박진,박진,국민의힘,4선,지역구,남,Representative,0.2849925584102457,0.0015648848296171886
장동혁,0.0009595149896814,행정안전위원회,장동혁,장동혁,국민의힘,초선,지역구,남,Representative,0.2751477089855504,0.0002640083511481313
권명호,0.0018619659870727,행정안전위원회,권명호,권명호,국민의힘,초선,지역구,남,Representative,0.101862293500913,0.00018966412586391654
김미애,0.0027074449393695,행정안전위원회,김미애,김미애,국민의힘,초선,지역구,여,Representative,0.1300450243421692,0.0003520897430453894
김근태,0.0,행정안전위원회,김근태,김근태,국민의힘,초선,비례대표,남,Representative,0.6071716548713029,0.0
윤한홍,0.0001851599480798,행정안전위원회,윤한홍,윤한홍,국민의힘,재선,지역구,남,Representative,0.0633220910364272,1.172471508860923e-05
하영제,0.0014527189953989,행정안전위원회,하영제,하영제,국민의힘,초선,지역구,남,Representative,0.1478614433724366,0.00021480112747423742
권영세,0.0082294826091743,행정안전위원회,권영세,권영세,국민의힘,4선,지역구,남,Representative,0.3767193328116696,0.0031002051979133797
박정하,0.0001401137956558,행정안전위원회,박정하,박정하,국민의힘,초선,지역구,남,Representative,0.2937123128515209,4.11531469844704e-05
박성중,0.0003839063384389,행정안전위원회,박성중,박성중,국민의힘,재선,지역구,남,Representative,0.1136597690819902,4.3634705776077754e-05
이원욱,0.0020357106232548,행정안전위원회,이원욱,이원욱,더불어민주당,3선,지역구,남,Representative,0.2087926901604398,0.0004250414974175552
김철민,0.0019195059177419,행정안전위원회,김철민,김철민,더불어민주당,재선,지역구,남,Representative,0.1469147406376817,0.0002820037140575464
윤미향,0.0026034780295592,행정안전위원회,윤미향,윤미향,더불어민주당,초선,비례대표,여,Representative,1.0539381495296805,0.0027439048168148017
김종민,0.0017485422991322,행정안전위원회,김종민,김종민,더불어민주당,재선,지역구,남,Representative,0.6226025996525496,0.0010886469810421537
양향자,0.0124865408493158,행정안전위원회,양향자,양향자,더불어민주당,초선,지역구,여,Representative,0.9193887826618028,0.011479985591109328
조응천,0.0030414426286294,행정안전위원회,조응천,조응천,더불어민주당,재선,지역구,남,Representative,0.254488173419614,0.0007740111791204454
오영환,0.0321565075395614,행정안전위원회,오영환,오영환,더불어민주당,초선,지역구,남,Representative,0.2639159163033288,0.008486614152418248
양정숙,0.0176897711409409,행정안전위원회,양정숙,양정숙,국민의힘,초선,비례대표,여,Representative,0.754948281969812,0.013354862331292494
김교흥,0.0038626914955965,행정안전위원회,김교흥,김교흥,더불어민주당,재선,지역구,남,Representative,0.1927891344584833,0.0007446849501161936
이성만,0.0044447032163347,행정안전위원회,이성만,이성만,더불어민주당,초선,지역구,남,Representative,0.2194435071327558,0.0009753612619567263
정일영,0.0036545570028747,행정안전위원회,정일영,정일영,더불어민주당,초선,지역구,남,Representative,0.1776389564691861,0.0006491916923478181
허종식,0.0043492659866045,행정안전위원회,허종식,허종식,더불어민주당,초선,지역구,남,Representative,0.5071840623526072,0.00220587839133809
박찬대,0.0003607206807291,행정안전위원회,박찬대,박찬대,더불어민주당,재선,지역구,남,Representative,0.2786489795755955,0.00010051444959697789
신동근,0.0010581057578188,행정안전위원회,신동근,신동근,더불어민주당,재선,지역구,남,Representative,0.1433568328564554,0.0001516866902680828
윤상현,0.0056004597301661,행정안전위원회,윤상현,윤상현,국민의힘,4선,지역구,남,Representative,0.6145800382735443,0.0034419307553149254
이채익,0.0096509782772294,행정안전위원회,이채익,이채익,국민의힘,3선,지역구,남,Representative,0.305886901391201,0.0029521078406154924
최춘식,0.0054201538686091,행정안전위원회,최춘식,최춘식,국민의힘,초선,지역구,남,Representative,0.185261782253888,0.0010041473657888278
백종헌,0.0006839886415931,행정안전위원회,백종헌,백종헌,국민의힘,초선,지역구,남,Representative,0.1748090064444665,0.00011956737485619012
김성원,0.0092001178194354,행정안전위원회,김성원,김성원,국민의힘,재선,지역구,남,Representative,0.0969967354280285,0.0008923813940384661
송석준,0.0033306064785999,행정안전위원회,송석준,송석준,국민의힘,재선,지역구,남,Representative,0.2718885877183796,0.0009055538917122122
서병수,0.002880299699122,행정안전위원회,서병수,서병수,국민의힘,5선,지역구,남,Representative,0.3254004320021045,0.0009372507663898304
김희곤,0.0006225947818553,행정안전위원회,김희곤,김희곤,국민의힘,초선,지역구,남,Representative,0.172954273871935,0.00010768042841223917
박덕흠,0.0046767484597054,행정안전위원회,박덕흠,박덕흠,국민의힘,3선,지역구,남,Representative,0.2317213323874486,0.0010837023843238832
진선미,0.0006885905934898,행정안전위원회,진선미,진선미,더불어민주당,3선,지역구,여,Representative,0.0766752551488706,5.279785944894265e-05
이학영,0.0004702678303016,행정안전위원회,이학영,이학영,더불어민주당,3선,지역구,남,Representative,0.0560092720869861,2.633935886111892e-05
최기상,0.0013967399658124,행정안전위원회,최기상,최기상,더불어민주당,초선,지역구,남,Representative,0.2058827885501175,0.0002875647190408527
이해식,0.0121490725611957,행정안전위원회,이해식,이해식,더불어민주당,초선,지역구,남,Representative,0.2639597631121719,0.0032068663152858045
정태호,0.0006203309820515,행정안전위원회,정태호,정태호,더불어민주당,초선,지역구,남,Representative,0.2629825046404378,0.00016313619536596595
김주영,0.0026858291378611,행정안전위원회,김주영,김주영,더불어민주당,초선,지역구,남,Representative,0.3630556068353552,0.0009751053275022406
김용판,0.0206791744953548,행정안전위원회,김용판,김용판,국민의힘,초선,지역구,남,Representative,0.0784323016946945,0.0016219152528168998
조수진,0.0004980383423004,행정안전위원회,조수진,조수진,국민의힘,초선,비례대표,여,Representative,0.1152574433846105,5.740262604105361e-05
최재형,0.0,행정안전위원회,최재형,최재형,국민의힘,초선,지역구,남,Representative,0.291581396883635,0.0
박병석,8.83609346567663e-05,행정안전위원회,박병석,박병석,더불어민주당,6선,지역구,남,Representative,0.2274246766438502,2.0095456992263452e-05
김홍걸,0.0050362917275732,행정안전위원회,김홍걸,김홍걸,더불어민주당,초선,비례대표,남,Representative,0.5197862075653299,0.002617794977267917
홍정민,0.00288337105909,행정안전위원회,홍정민,홍정민,더불어민주당,초선,지역구,여,Representative,0.1978012226072815,0.0005703343207184541
김상희,0.0009710727298049,행정안전위원회,김상희,김상희,더불어민주당,4선,지역구,여,Representative,0.5592599599039866,0.0005430820959345431
김영배,0.0149464288717649,행정안전위원회,김영배,김영배,더불어민주당,초선,지역구,남,Representative,0.3173975912495803,0.004743960521681361
이원택,0.0023935999781879,행정안전위원회,이원택,이원택,더불어민주당,초선,지역구,남,Representative,0.2716912161873271,0.0006503200891398303
한병도,0.008281123589841,행정안전위원회,한병도,한병도,더불어민주당,재선,지역구,남,Representative,0.4404702338128733,0.0036475884438505663
송갑석,0.0022338125173876,행정안전위원회,송갑석,송갑석,더불어민주당,재선,지역구,남,Representative,0.0670810059002477,0.00014984639065892475
이형석,0.0050500568831321,행정안전위원회,이형석,이형석,더불어민주당,초선,지역구,남,Representative,0.1083558993299242,0.0005472034552390526
신정훈,0.0027767730904986,행정안전위원회,신정훈,신정훈,더불어민주당,재선,지역구,남,Representative,0.1277927153232575,0.00035485137307136953
조오섭,0.0029116576763281,행정안전위원회,조오섭,조오섭,더불어민주당,초선,지역구,남,Representative,0.3537241914215748,0.0010299237572555786
소병철,0.0031209620376967,행정안전위원회,소병철,소병철,더불어민주당,초선,지역구,남,Representative,0.1921494526414231,0.0005996911472580814
김회재,0.0044974178800866,행정안전위원회,김회재,김회재,더불어민주당,초선,지역구,남,Representative,0.2705052594012662,0.0012165751902887185
민형배,0.0052029067783422,행정안전위원회,민형배,민형배,더불어민주당,초선,지역구,남,Representative,0.5990186631316904,0.003116638262761355
강훈식,0.0024615542012619,행정안전위원회,강훈식,강훈식,더불어민주당,재선,지역구,남,Representative,0.2333552597959055,0.0005744166201371733
김승남,0.0063203664694323,행정안전위원회,김승남,김승남,더불어민주당,재선,지역구,남,Representative,0.2124111150114147,0.0013425160890528733
이개호,0.0013923428698556,행정안전위원회,이개호,이개호,더불어민주당,3선,지역구,남,Representative,0.1131561090092011,0.00015755210155956418
이용빈,0.0043268393886807,행정안전위원회,이용빈,이용빈,더불어민주당,초선,지역구,남,Representative,0.4600032901867735,0.0019903603549028498
서동용,0.0012734292288107,행정안전위원회,서동용,서동용,더불어민주당,초선,지역구,남,Representative,0.3156377014497687,0.0004019422747407609
윤영덕,0.0024618773926654,행정안전위원회,윤영덕,윤영덕,더불어민주당,초선,지역구,남,Representative,0.5936797322448536,0.001461566711297253
송기헌,0.0023564862525301,행정안전위원회,송기헌,송기헌,더불어민주당,재선,지역구,남,Representative,0.3097590421845094,0.0007299429245046878
정점식,0.00122734811818,행정안전위원회,정점식,정점식,국민의힘,재선,지역구,남,Representative,0.1256501314629642,0.00015421645240013872
윤창현,0.0017689279621631,행정안전위원회,윤창현,윤창현,국민의힘,초선,비례대표,남,Representative,0.1659560286241812,0.00029356425952285396
조정훈,0.012171298309261,행정안전위원회,조정훈,조정훈,시대전환,초선,비례대표,남,Representative,1.7768837528753738,0.021626982217125376
용혜인,0.0053082828122797,행정안전위원회,용혜인,용혜인,기본소득당,초선,비례대표,여,Representative,1.5260787063967094,0.008100857367351692
서삼석,0.005792195540373,행정안전위원회,서삼석,서삼석,더불어민주당,재선,지역구,남,Representative,0.2012082502190047,0.0011654375296047737
유경준,0.0039813842349981,행정안전위원회,유경준,유경준,국민의힘,초선,지역구,남,Representative,0.1969803900983735,0.0007842546197414401
김형동,0.0125246855295955,행정안전위원회,김형동,김형동,국민의힘,초선,지역구,남,Representative,0.2200235295412783,0.002755725516616176
전재수,0.0028315776488487,행정안전위원회,전재수,전재수,더불어민주당,재선,지역구,남,Representative,0.1512554413902672,0.00042829152710742517
이상헌,0.0074323745627434,행정안전위원회,이상헌,이상헌,더불어민주당,재선,지역구,남,Representative,0.6637862515737748,0.004933508051295715
고민정,0.0004391794566973,행정안전위원회,고민정,고민정,더불어민주당,초선,지역구,여,Representative,0.3526006355299543,0.000154854955543168
남인순,0.0181946435164857,행정안전위원회,남인순,남인순,더불어민주당,3선,지역구,여,Representative,0.5088905772697233,0.009259082642321236
이장섭,0.0033246708894632,행정안전위원회,이장섭,이장섭,더불어민주당,초선,지역구,남,Representative,0.2854497963072183,0.0009490266281858088
박성민,0.0066813617019378,행정안전위원회,박성민,박성민,국민의힘,초선,지역구,남,Representative,0.1920963982054519,0.0012834655180500995
김기현,0.007108328377738,행정안전위원회,김기현,김기현,국민의힘,4선,지역구,남,Representative,0.3033064478180708,0.0021560018301761026
김정재,0.0016429082903434,행정안전위원회,김정재,김정재,국민의힘,재선,지역구,여,Representative,0.2574250589731167,0.00042292576352907205
우신구,7.25418767584495e-06,행정안전위원회,우신구,우신구,국민의힘,초선,비례대표,남,Representative,-0.0,-0.0
정경희,0.0021264662545396,행정안전위원회,정경희,정경희,국민의힘,초선,비례대표,여,Representative,0.3356632617736524,0.000713776599050364
이용,0.0015730736290247,행정안전위원회,이용,이용,국민의힘,초선,비례대표,남,Representative,0.0598766122576743,9.419031973788456e-05
윤주경,0.0008181711239449,행정안전위원회,윤주경,윤주경,국민의힘,초선,비례대표,여,Representative,0.4248222909210703,0.0003475773312397394
이종성,0.0031887833021001,행정안전위원회,이종성,이종성,국민의힘,초선,비례대표,남,Representative,0.2162605302271925,0.0006896079676917854
최승재,0.0036413188859802,행정안전위원회,최승재,최승재,국민의힘,초선,비례대표,남,Representative,0.4362396164165481,0.0015884875540703347
이상민,0.002074395902193,행정안전위원회,이상민,이상민,더불어민주당,5선,지역구,남,Representative,0.6797803799490477,0.0014101336345575053
박대출,0.0018371518490412,행정안전위원회,박대출,박대출,국민의힘,3선,지역구,남,Representative,0.1127161477762168,0.00020707667930387785
신현영,0.0010042825833642,행정안전위원회,신현영,신현영,더불어민주당,초선,비례대표,여,Representative,0.3325126093005273,0.0003339366222695045
이소영,0.0012422964481261,행정안전위원회,이소영,이소영,더불어민주당,초선,지역구,여,Representative,0.3137302400903705,0.0003897459629340158
위성곤,0.0047581770145299,행정안전위원회,위성곤,위성곤,더불어민주당,재선,지역구,남,Representative,0.4979833092497824,0.0023694927356918494
이용선,0.0015793047073561,행정안전위원회,이용선,이용선,더불어민주당,초선,지역구,남,Representative,0.5128505108380027,0.0008099472259364383
안병길,0.0009544043586224,행정안전위원회,안병길,안병길,국민의힘,초선,지역구,남,Representative,0.0420092157277911,4.0093778592912504e-05
박수영,0.0029800235382174,행정안전위원회,박수영,박수영,국민의힘,초선,지역구,남,Representative,0.3130251150523512,0.0009328222109092163
장제원,0.0006096978342879,행정안전위원회,장제원,장제원,국민의힘,3선,지역구,남,Representative,0.0909064879091423,5.5425488800923225e-05
조경태,0.0032898899757329,행정안전위원회,조경태,조경태,국민의힘,5선,지역구,남,Representative,0.3722224896824415,0.001224571037548607
박재호,0.0058073553578791,행정안전위원회,박재호,박재호,더불어민주당,재선,지역구,남,Representative,0.2619622171748344,0.001521307685472163
최인호,0.0012261965729151,행정안전위원회,최인호,최인호,더불어민주당,재선,지역구,남,Representative,0.1711937203769239,0.00020991715323077
엄태영,0.0050942707122572,행정안전위원회,엄태영,엄태영,국민의힘,초선,지역구,남,Representative,0.2112428656135919,0.0010761283434686049
홍문표,0.00986055895816,행정안전위원회,홍문표,홍문표,국민의힘,4선,지역구,남,Representative,0.5476629473060372,0.0054002627811108525
한무경,0.0012106747664361,행정안전위원회,한무경,한무경,국민의힘,초선,비례대표,여,Representative,0.1040419536269268,0.00012596096790683516
노용호,0.0008126423122472,행정안전위원회,노용호,노용호,국민의힘,초선,비례대표,남,Representative,0.1923972318813689,0.00015635013138603633
김태호,0.0010391658445636,행정안전위원회,김태호,김태호,국민의힘,3선,지역구,남,Representative,0.2550454797747435,0.0002650345513922499
안철수,0.0005576664816695,행정안전위원회,안철수,안철수,국민의힘,3선,지역구,남,Representative,0.4836184997568817,0.00026969782722970217
서정숙,0.0005410603752743,행정안전위원회,서정숙,서정숙,국민의힘,초선,비례대표,여,Representative,0.3409787953353209,0.00018449011496470745
최종윤,0.0016203117517508,행정안전위원회,최종윤,최종윤,더불어민주당,초선,지역구,남,Representative,0.1716391861609539,0.0002781089903975369
허영,0.0503773325796304,행정안전위원회,허영,허영,더불어민주당,초선,지역구,남,Representative,0.2272084723983615,0.011446156778922032
박광온,0.0010102581608528,행정안전위원회,박광온,박광온,더불어민주당,3선,지역구,남,Representative,0.0636172526258988,6.42698486363485e-05
기동민,0.0008427463194407,행정안전위원회,기동민,기동민,더불어민주당,재선,지역구,남,Representative,0.4426922620576195,0.00037307727449393673
고영인,0.000702857993889,행정안전위원회,고영인,고영인,더불어민주당,초선,지역구,남,Representative,0.3272823183515555,0.00023003299371191535
안호영,0.0009118488325796,행정안전위원회,안호영,안호영,더불어민주당,재선,지역구,남,Representative,0.5118923685595783,0.00046676845867745783
윤준병,0.0066789385543144,행정안전위원회,윤준병,윤준병,더불어민주당,초선,지역구,남,Representative,0.4344183278979442,0.0029014533188983743
어기구,0.0008079802273466,행정안전위원회,어기구,어기구,더불어민주당,재선,지역구,남,Representative,0.1048322749382438,8.470240533786351e-05
김윤덕,0.0011823877129126,행정안전위원회,김윤덕,김윤덕,더불어민주당,재선,지역구,남,Representative,0.2869485044660441,0.00033928438591929687
김정호,0.0037487538568564,행정안전위원회,김정호,김정호,더불어민주당,재선,지역구,남,Representative,0.2475581055450652,0.0009280344029581269
이달곤,0.0002016483078834,행정안전위원회,이달곤,이달곤,국민의힘,재선,지역구,남,Representative,0.1697317502202084,3.4226120225992926e-05
강대식,0.0033842424539087,행정안전위원회,강대식,강대식,국민의힘,초선,지역구,남,Representative,0.1076879275224922,0.00036444205609506125
민병덕,0.0062187878311364,행정안전위원회,민병덕,민병덕,더불어민주당,초선,지역구,남,Representative,0.534492412029025,0.0033238949077608435
이은주,0.0058585725657617,행정안전위원회,이은주,이은주,정의당,초선,비례대표,여,Representative,1.7394356928672845,0.010190610230138968
강성희,8.59547013520223e-05,행정안전위원회,강성희,강성희,진보당,초선,지역구,남,Representative,1.777874656814911,0.0001528166851678548
강기윤,0.0028427883458581,행정안전위원회,강기윤,강기윤,국민의힘,재선,지역구,남,Representative,0.1051953896862757,0.000299048227838146
서일준,0.0061127158345608,행정안전위원회,서일준,서일준,국민의힘,초선,지역구,남,Representative,0.0727597785364597,0.0004447598503789542
박정,0.0021421610128399,행정안전위원회,박정,박정,더불어민주당,재선,지역구,남,Representative,0.1086038378087208,0.0002326469071986296
전혜숙,0.002832106063111,행정안전위원회,전혜숙,전혜숙,더불어민주당,3선,지역구,여,Representative,0.3487897833092866,0.0009878096600614025
한준호,0.0040417248672274,행정안전위원회,한준호,한준호,더불어민주당,초선,지역구,남,Representative,0.1454541395520071,0.0005878856128685116
노웅래,0.0046925783288986,행정안전위원회,노웅래,노웅래,더불어민주당,4선,지역구,남,Representative,0.2613156957741633,0.0012262443709908982
김병기,0.0019977522138221,행정안전위원회,김병기,김병기,더불어민주당,재선,지역구,남,Representative,0.1108729186430819,0.00022149661867213445
김영진,0.0006867518775553,행정안전위원회,김영진,김영진,더불어민주당,재선,지역구,남,Representative,0.0792247561405531,5.440775002838563e-05
양기대,0.0036689350957584,행정안전위원회,양기대,양기대,더불어민주당,초선,지역구,남,Representative,0.2301185334449006,0.000844289963540449
김경협,0.0014307661983611,행정안전위원회,김경협,김경협,더불어민주당,3선,지역구,남,Representative,0.3651315668203744,0.000522417903761219
윤후덕,0.00030430159239,행정안전위원회,윤후덕,윤후덕,더불어민주당,3선,지역구,남,Representative,0.1665258272005472,5.067407439118849e-05
천준호,0.0014453862827201,행정안전위원회,천준호,천준호,더불어민주당,초선,지역구,남,Representative,0.3993355059681581,0.0005771940625294664
김학용,0.0074798677689086,행정안전위원회,김학용,김학용,국민의힘,4선,지역구,남,Representative,0.2414249164893882,0.0018058264514604254
정우택,0.0106511275426812,행정안전위원회,정우택,정우택,국민의힘,5선,지역구,남,Representative,0.1586300083990965,0.0016895884515553668
강득구,0.0039257929959869,행정안전위원회,강득구,강득구,더불어민주당,초선,지역구,남,Representative,0.5445023530105706,0.0021376035237472843
김성주,0.0007249517207763,행정안전위원회,김성주,김성주,더불어민주당,재선,지역구,남,Representative,0.3218992730272499,0.00023336143189774485
