Committee,Party_Modularity,Max_Modularity,Ratio
21대_소관위원회_행정안전위원회.csv,0.40947639064224317,0.41985156654362094,0.9752884668579656
21대_소관위원회_법제사법위원회.csv,0.39382888050976944,0.4152201594650182,0.9484820800059179
21대_소관위원회_국토교통위원회.csv,0.39834309501451837,0.4036749058494626,0.9867918199578832
21대_소관위원회_보건복지위원회.csv,0.40116796208915007,0.41958186130972863,0.9561136909896453
21대_소관위원회_기획재정위원회.csv,0.42145152027501903,0.4280863946191986,0.9845010856977092
21대_소관위원회_정무위원회.csv,0.420464304284323,0.43303613290002296,0.9709681764163489
21대_소관위원회_산업통상자원중소벤처기업위원회.csv,0.4199882094738537,0.4307625691196569,0.9749877068756865
21대_소관위원회_환경노동위원회.csv,0.402423048627134,0.41898978172083373,0.9604602932662022
21대_소관위원회_교육위원회.csv,0.372393462000741,0.3974191161465546,0.937029566195842
21대_소관위원회_농림축산식품해양수산위원회.csv,0.4157993187038786,0.4262426925652399,0.9754989961270413
21대_소관위원회_문화체육관광위원회.csv,0.417448564570573,0.43056643364646585,0.9695334609230969
21대_소관위원회_과학기술정보방송통신위원회.csv,0.43242352016036556,0.4524867035587376,0.9556601702534501
21대_소관위원회_국회운영위원회.csv,0.4298202516236865,0.4452911186996298,0.965256735591039
21대_소관위원회_국방위원회.csv,0.41911914303621506,0.43833684127772554,0.9561576932810575
21대_소관위원회_여성가족위원회.csv,0.39136786842696597,0.4191723882225319,0.9336680550131919
21대_소관위원회_외교통일위원회.csv,0.4080683841951398,0.4273476437154743,0.9548862388646502
21대_소관위원회_정치개혁특별위원회.csv,0.3259958340009614,0.37408481992536974,0.8714489779777694
21대_소관위원회_정보위원회.csv,0.4690156430763039,0.5822767857142856,0.8054857321865528
21대_소관위원회_민생경제안정 특별위원회.csv,0.46153846153846156,0.6811375437749064,0.6775995035901072
